Time,Ch272-274
11:08.6,-0.000363378
11:09.6,-0.000358542
11:10.6,-0.000343302
11:11.6,-0.000336602
11:12.6,-0.000376184
11:13.6,-0.000395423
11:14.6,-0.000408214
11:15.6,-0.000414175
11:16.6,-0.000415539
11:17.6,-0.000407969
11:18.6,-0.000359908
11:19.6,-0.00034337
11:20.6,-0.000348762
11:21.6,-0.000363866
11:22.6,-0.000387924
11:23.6,-0.000389056
11:24.6,-0.000388235
11:25.6,-0.00038959
11:26.6,-0.000405685
11:27.6,-0.00041919
11:28.6,-0.000434248
11:29.5,-0.000422289
11:30.5,-0.000415819
11:31.5,-0.000409042
11:32.5,-0.000381665
11:33.5,-0.000369201
11:34.5,-0.000358213
11:35.5,-0.000383444
11:36.5,-0.000389237
11:37.5,-0.000425163
11:38.5,-0.000437656
11:39.5,-0.00042268
11:40.5,-0.000467397
11:41.5,-0.000488398
11:42.5,-0.000497917
11:43.5,-0.000504929
11:44.5,-0.000523175
11:45.5,-0.000492372
11:46.5,-0.000508333
11:47.5,-0.000519379
11:48.5,-0.000520746
11:49.5,-0.000502102
11:50.5,-0.000496031
11:51.5,-0.000493897
11:52.5,-0.000513027
11:53.5,-0.000533289
11:54.5,-0.000543495
11:55.5,-0.000567086
11:56.5,-0.00059025
11:57.5,-0.000628417
11:58.5,-0.000623088
11:59.5,-0.000633812
12:00.5,-0.000625158
12:01.5,-0.000615883
12:02.5,-0.000613944
12:03.5,-0.000613336
12:04.5,-0.000645113
12:05.5,-0.000636134
12:06.5,-0.000646531
12:07.5,-0.000644763
12:08.5,-0.000684123
12:09.5,-0.000685371
12:10.5,-0.000700954
12:11.5,-0.000695774
12:12.5,-0.000709376
12:13.5,-0.00072399
12:14.5,-0.000722355
12:15.5,-0.000721191
12:16.5,-0.00070807
12:17.5,-0.00070363
12:18.5,-0.000722867
12:19.5,-0.000722573
12:20.5,-0.000773462
12:21.5,-0.000765265
12:22.5,-0.000727635
12:23.5,-0.000714991
12:24.5,-0.000720003
12:25.5,-0.000721728
12:26.5,-0.000698319
12:27.5,-0.00066625
12:28.5,-0.000651303
12:29.5,-0.000687953
12:30.4,-0.000653964
12:31.4,-0.000646658
12:32.4,-0.000663454
12:33.4,-0.000654765
12:34.4,-0.000696021
12:35.4,-0.000669196
12:36.4,-0.00065624
12:37.4,-0.000665577
12:38.4,-0.000650448
12:39.4,-0.000650591
12:40.4,-0.000649007
12:41.4,-0.000678169
12:42.4,-0.000711157
12:43.4,-0.000688944
12:44.4,-0.00065672
12:45.4,-0.00065555
12:46.4,-0.000638111
12:47.4,-0.000641958
12:48.4,-0.000622352
12:49.4,-0.000602744
12:50.4,-0.000610148
12:51.4,-0.000639607
12:52.4,-0.000608564
12:53.4,-0.000633439
12:54.4,-0.000642445
12:55.4,-0.000612038
12:56.4,-0.000613706
12:57.4,-0.000653693
12:58.4,-0.000678338
12:59.4,-0.000667026
13:00.4,-0.000627208
13:01.4,-0.000650147
13:02.4,-0.000616259
13:03.4,-0.000621805
13:04.4,-0.000673614
13:05.4,-0.000705592
13:06.4,-0.000707071
13:07.4,-0.000656223
13:08.4,-0.000643265
13:09.4,-0.000618586
13:10.4,-0.000612581
13:11.4,-0.000615017
13:12.4,-0.000596557
13:13.4,-0.0006021
13:14.4,-0.000604799
13:15.4,-0.000600642
13:16.4,-0.000599981
13:17.4,-0.000602706
13:18.4,-0.000609025
13:19.4,-0.00060103
13:20.4,-0.000591657
13:21.4,-0.000618836
13:22.4,-0.000601415
13:23.4,-0.00062674
13:24.4,-0.000636689
13:25.4,-0.000669064
13:26.4,-0.00068275
13:27.4,-0.000714589
13:28.4,-0.000723864
13:29.4,-0.000735177
13:30.4,-0.000718262
13:31.3,-0.000699002
13:32.3,-0.000697894
13:33.3,-0.000698886
13:34.3,-0.000711222
13:35.3,-0.000685514
13:36.3,-0.000686929
13:37.3,-0.000665668
13:38.3,-0.000652488
13:39.3,-0.000655114
13:40.3,-0.000632416
13:41.3,-0.000609823
13:42.3,-0.000615037
13:43.3,-0.000622413
13:44.3,-0.000618461
13:45.3,-0.000643281
13:46.3,-0.000651741
13:47.3,-0.000642938
13:48.3,-0.000647558
13:49.3,-0.000642225
13:50.3,-0.000664549
13:51.3,-0.000667772
13:52.3,-0.00065959
13:53.3,-0.00064873
13:54.3,-0.000642414
13:55.3,-0.000642268
13:56.3,-0.000623295
13:57.3,-0.00061425
13:58.3,-0.000633698
13:59.3,-0.000633665
14:00.3,-0.000628366
14:01.3,-0.000624518
14:02.3,-0.00062606
14:03.3,-0.000621251
14:04.3,-0.000592334
14:05.3,-0.000582569
14:06.3,-0.000580193
14:07.3,-0.000581852
14:08.3,-0.000574513
14:09.3,-0.00059248
14:10.3,-0.00061932
14:11.3,-0.000632863
14:12.3,-0.000636933
14:13.3,-0.00064341
14:14.3,-0.000668745
14:15.3,-0.000674774
14:16.3,-0.000680491
14:17.3,-0.000679481
14:18.3,-0.000675113
14:19.3,-0.000681002
14:20.3,-0.000682753
14:21.3,-0.000675846
14:22.3,-0.000673115
14:23.3,-0.000668768
14:24.3,-0.000669701
14:25.3,-0.000692842
14:26.3,-0.000692164
14:27.3,-0.000695116
14:28.3,-0.000677561
14:29.3,-0.000694709
14:30.3,-0.000709029
14:31.3,-0.000728752
14:32.2,-0.000716125
14:33.2,-0.000708871
14:34.2,-0.000705662
14:35.2,-0.00071312
14:36.2,-0.000750431
14:37.2,-0.000757804
14:38.2,-0.000774803
14:39.2,-0.000755283
14:40.2,-0.000741575
14:41.2,-0.000754032
14:42.2,-0.000771173
14:43.2,-0.000784131
14:44.2,-0.000793541
14:45.2,-0.00079711
14:46.2,-0.000802425
14:47.2,-0.000803369
14:48.2,-0.000801931
14:49.2,-0.000820325
14:50.2,-0.000787031
14:51.2,-0.00077487
14:52.2,-0.000775396
14:53.2,-0.000768452
14:54.2,-0.00074375
14:55.2,-0.000743649
14:56.2,-0.000763353
14:57.2,-0.000753411
14:58.2,-0.000740543
14:59.2,-0.000732336
15:00.2,-0.000717716
15:01.2,-0.000700424
15:02.2,-0.000696822
15:03.2,-0.000708012
15:04.2,-0.000717075
15:05.2,-0.000718735
15:06.2,-0.000715476
15:07.2,-0.000703001
15:08.2,-0.000685807
15:09.2,-0.000681858
15:10.2,-0.000706103
15:11.2,-0.000738222
15:12.2,-0.000765707
15:13.2,-0.000780771
15:14.2,-0.000759577
15:15.2,-0.000730828
15:16.2,-0.000720579
15:17.2,-0.00072295
15:18.2,-0.000729009
15:19.2,-0.000720142
15:20.2,-0.000722543
15:21.2,-0.000737506
15:22.2,-0.000754664
15:23.2,-0.000747995
15:24.2,-0.000728092
15:25.2,-0.000713951
15:26.2,-0.000699637
15:27.2,-0.000696498
15:28.2,-0.000691621
15:29.2,-0.00066958
15:30.2,-0.000683392
15:31.2,-0.000704172
15:32.2,-0.000690617
15:33.1,-0.000676183
15:34.1,-0.000676118
15:35.1,-0.000648367
15:36.1,-0.000639385
15:37.1,-0.000624014
15:38.1,-0.000615966
15:39.1,-0.000605171
15:40.1,-0.000593994
15:41.1,-0.000583092
15:42.1,-0.000569972
15:43.1,-0.000547951
15:44.1,-0.000525528
15:45.1,-0.000535863
15:46.1,-0.00053007
15:47.1,-0.000553657
15:48.1,-0.000575171
15:49.1,-0.000559842
15:50.1,-0.000586409
15:51.1,-0.000606652
15:52.1,-0.000606198
15:53.1,-0.000618405
15:54.1,-0.000621332
15:55.1,-0.000619407
15:56.1,-0.000634515
15:57.1,-0.000611583
15:58.1,-0.000614697
15:59.1,-0.000601499
16:00.1,-0.000596533
16:01.1,-0.000581769
16:02.1,-0.000586148
16:03.1,-0.000605946
16:04.1,-0.00061578
16:05.1,-0.000615831
16:06.1,-0.000602297
16:07.1,-0.000579173
16:08.1,-0.000584602
16:09.1,-0.000592844
16:10.1,-0.000603507
16:11.1,-0.000606202
16:12.1,-0.000594191
16:13.1,-0.000580081
16:14.1,-0.000587919
16:15.1,-0.000579421
16:16.1,-0.00057296
16:17.1,-0.00058658
16:18.1,-0.000580573
16:19.1,-0.000583864
16:20.1,-0.000605381
16:21.1,-0.000617943
16:22.1,-0.000624687
16:23.1,-0.000592265
16:24.1,-0.000559223
16:25.1,-0.000537864
16:26.1,-0.000547582
16:27.1,-0.000531213
16:28.1,-0.000559267
16:29.1,-0.000569886
16:30.1,-0.000585567
16:31.1,-0.000570398
16:32.1,-0.000562434
16:33.1,-0.00056077
16:34.0,-0.000567918
16:35.0,-0.000597701
16:36.0,-0.000601507
16:37.0,-0.000627079
16:38.0,-0.0006345
16:39.0,-0.000629967
16:40.0,-0.000646708
16:41.0,-0.000643844
16:42.0,-0.000640932
16:43.0,-0.000621064
16:44.0,-0.000611095
16:45.0,-0.000593867
16:46.0,-0.000600983
16:47.0,-0.00060467
16:48.0,-0.000627179
16:49.0,-0.000603947
16:50.0,-0.000588974
16:51.0,-0.00058027
16:52.0,-0.000578391
16:53.0,-0.000572115
16:54.0,0
16:55.0,4.4416214e-05
16:56.0,7.585713e-06
16:57.0,-1.74E-06
16:58.0,-6.37E-06
16:59.0,1.6178175e-05
17:00.0,3.0726933e-05
17:01.0,3.8989667e-05
17:02.0,3.390848e-05
17:03.0,1.3254926e-05
17:04.0,1.9415103e-05
17:05.0,3.0635806e-06
17:06.0,1.5022037e-05
17:07.0,6.4258884e-06
17:08.0,7.70327e-06
17:09.0,-9.29E-06
17:10.0,-2.88E-05
17:11.0,1.6647502e-05
17:12.0,2.7501264e-05
17:13.0,2.0393665e-05
17:14.0,2.5310352e-05
17:15.0,2.9340052e-05
17:16.0,6.4088936e-06
17:17.0,4.3373857e-06
17:18.0,4.716852e-06
17:19.0,-1.36E-06
17:20.0,6.1187785e-07
17:21.0,-6.01E-06
17:22.0,-3.95E-05
17:23.0,-2.10E-05
17:24.0,-2.23E-05
17:25.0,-4.75E-05
17:26.0,-4.88E-05
17:27.0,-4.60E-05
17:28.0,-6.76E-05
17:29.0,-4.59E-05
17:30.0,-5.10E-05
17:31.0,-5.77E-05
17:32.0,-6.77E-05
17:33.0,-3.24E-05
17:34.0,-2.83E-05
17:34.9,-1.97E-05
17:35.9,-9.52E-07
17:36.9,3.5505182e-06
17:37.9,-9.04E-06
17:38.9,-2.64E-05
17:39.9,-1.74E-05
17:40.9,-4.77E-05
17:41.9,-7.03E-05
17:42.9,-5.19E-05
17:43.9,-4.15E-05
17:44.9,-4.51E-05
17:45.9,-3.59E-05
17:46.9,-1.28E-05
17:47.9,5.798804e-06
17:48.9,2.4000386e-05
17:49.9,-1.73E-06
17:50.9,-2.04E-05
17:51.9,-4.10E-06
17:52.9,-4.08E-05
17:53.9,-5.12E-05
17:54.9,-3.74E-05
17:55.9,-3.55E-05
17:56.9,-4.54E-05
17:57.9,-5.27E-05
17:58.9,-5.38E-05
17:59.9,-5.56E-05
18:00.9,-6.27E-05
18:01.9,-4.84E-05
18:02.9,-4.15E-05
18:03.9,-4.78E-05
18:04.9,-5.31E-05
18:05.9,-5.91E-05
18:06.9,-6.50E-05
18:07.9,-6.99E-05
18:08.9,-9.73E-05
18:09.9,-0.000103638
18:10.9,-0.000129117
18:11.9,-0.000105109
18:12.9,-0.000102557
18:13.9,-0.000114136
18:14.9,-0.00010011
18:15.9,-7.49E-05
18:16.9,-6.67E-05
18:17.9,-7.23E-05
18:18.9,-7.06E-05
18:19.9,-7.57E-05
18:20.9,-5.78E-05
18:21.9,-3.83E-05
18:22.9,-3.07E-05
18:23.9,1.2208631e-05
18:24.9,6.8573054e-06
18:25.9,2.1140073e-05
18:26.9,1.7840375e-05
18:27.9,5.798787e-05
18:28.9,7.081711e-05
18:29.9,8.233895e-05
18:30.9,8.243114e-05
18:31.9,7.3813724e-05
18:32.9,6.720233e-05
18:33.9,5.822087e-05
18:34.9,8.546143e-05
18:35.8,9.903699e-05
18:36.8,8.568608e-05
18:37.8,9.237221e-05
18:38.8,7.5849355e-05
18:39.8,4.8019792e-05
18:40.8,2.0908716e-05
18:41.8,3.5820867e-05
18:42.8,2.1459542e-05
18:43.8,3.8087244e-06
18:44.8,-2.06E-05
18:45.8,-4.50E-05
18:46.8,-4.20E-05
18:47.8,-3.24E-05
18:48.8,-3.09E-05
18:49.8,-3.09E-05
18:50.8,-3.92E-05
18:51.8,-4.76E-05
18:52.8,-5.62E-05
18:53.8,-4.95E-05
18:54.8,-6.31E-05
18:55.8,-5.37E-05
18:56.8,-3.77E-05
18:57.8,-2.54E-05
18:58.8,-1.68E-05
18:59.8,-2.25E-05
19:00.8,-1.77E-05
19:01.8,-2.38E-05
19:02.8,-1.03E-05
19:03.8,-7.86E-06
19:04.8,-2.42E-05
19:05.8,-2.48E-05
19:06.8,-3.36E-05
19:07.8,-4.75E-05
19:08.8,-4.64E-05
19:09.8,-5.45E-05
19:10.8,-4.25E-05
19:11.8,-1.96E-05
19:12.8,-2.66E-05
19:13.8,-2.80E-05
19:14.8,-1.89E-05
19:15.8,-2.00E-05
19:16.8,-3.75E-05
19:17.8,-4.90E-05
19:18.8,-6.35E-05
19:19.8,-7.45E-05
19:20.8,-9.01E-05
19:21.8,-0.000101079
19:22.8,-0.000113088
19:23.8,-0.000134228
19:24.8,-0.000120593
19:25.8,-0.000113587
19:26.8,-0.000126371
19:27.8,-0.000133594
19:28.8,-0.000127872
19:29.8,-0.00012639
19:30.8,-0.000114988
19:31.8,-0.000107825
19:32.8,-0.000105637
19:33.8,-9.76E-05
19:34.8,-9.60E-05
19:35.8,-0.000117645
19:36.7,-0.000145704
19:37.7,-0.000134047
19:38.7,-0.000131074
19:39.7,-0.000125395
19:40.7,-0.000166392
19:41.7,-0.000181265
19:42.7,-0.000181958
19:43.7,-0.000174253
19:44.7,-0.000154914
19:45.7,-0.000156297
19:46.7,-0.000166309
19:47.7,-0.000164914
19:48.7,-0.000163669
19:49.7,-0.000144732
19:50.7,-0.000133722
19:51.7,-0.000115583
19:52.7,-0.000119098
19:53.7,-0.000138645
19:54.7,-0.000126459
19:55.7,-0.000104445
19:56.7,-9.98E-05
19:57.7,-9.95E-05
19:58.7,-0.000101884
19:59.7,-8.71E-05
20:00.7,-6.39E-05
20:01.7,-7.44E-05
20:02.7,-0.000115691
20:03.7,-0.000123839
20:04.7,-0.00012885
20:05.7,-0.000104131
20:06.7,-9.20E-05
20:07.7,-9.55E-05
20:08.7,-9.29E-05
20:09.7,-9.29E-05
20:10.7,-9.13E-05
20:11.7,-0.000110304
20:12.7,-0.000104761
20:13.7,-9.80E-05
20:14.7,-9.39E-05
20:15.7,-8.15E-05
20:16.7,-5.11E-05
20:17.7,-8.26E-05
20:18.7,-9.83E-05
20:19.7,-0.000109482
20:20.7,-0.000115272
20:21.7,-0.000114019
20:22.7,-0.00010985
20:23.7,-0.000116237
20:24.7,-0.000111552
20:25.7,-0.00010685
20:26.7,-0.000117197
20:27.7,-0.000158739
20:28.7,-0.000153978
20:29.7,-0.000149028
20:30.7,-0.000138712
20:31.7,-0.000124325
20:32.7,-0.000120454
20:33.7,-0.000100813
20:34.7,-9.83E-05
20:35.7,-9.02E-05
20:36.7,-9.64E-05
20:37.7,-0.000131387
20:38.6,-0.000121033
20:39.6,-0.000121776
20:40.6,-0.000123296
20:41.6,-0.000122491
20:42.6,-0.000145113
20:43.6,-0.000159645
20:44.6,-0.000150179
20:45.6,-0.00016445
20:46.6,-0.000181308
20:47.6,-0.000191207
20:48.6,-0.000209569
20:49.6,-0.000213512
20:50.6,-0.000212008
20:51.6,-0.000219871
20:52.6,-0.000212982
20:53.6,-0.00020945
20:54.6,-0.000220647
20:55.6,-0.000237206
20:56.6,-0.000229482
20:57.6,-0.000239363
20:58.6,-0.000261613
20:59.6,-0.000264316
21:00.6,-0.000256388
21:01.6,-0.000247797
21:02.6,-0.00026955
21:03.6,-0.000266504
21:04.6,-0.00027192
21:05.6,-0.000243336
21:06.6,-0.000233063
21:07.6,-0.000225663
21:08.6,-0.000225103
21:09.6,-0.000216833
21:10.6,-0.00022164
21:11.6,-0.000228795
21:12.6,-0.000207649
21:13.6,-0.000195726
21:14.6,-0.000210907
21:15.6,-0.000207355
21:16.6,-0.00023697
21:17.6,-0.000233319
21:18.6,-0.000228844
21:19.6,-0.000224605
21:20.6,-0.0002153
21:21.6,-0.000188504
21:22.6,-0.000178393
21:23.6,-0.000174006
21:24.6,-0.00017767
21:25.6,-0.000183387
21:26.6,-0.00018814
21:27.6,-0.000205091
21:28.6,-0.000209688
21:29.6,-0.000207927
21:30.6,-0.000203455
21:31.6,-0.000199148
21:32.6,-0.000200758
21:33.6,-0.000210864
21:34.6,-0.000230251
21:35.6,-0.00022029
21:36.6,-0.000205666
21:37.6,-0.000215649
21:38.6,-0.000193817
21:39.5,-0.000183119
21:40.5,-0.000160044
21:41.5,-0.000155845
21:42.5,-0.000183836
21:43.5,-0.00019704
21:44.5,-0.000218218
21:45.5,-0.000213048
21:46.5,-0.000196225
21:47.5,-0.000187787
21:48.5,-0.000203334
21:49.5,-0.000227892
21:50.5,-0.000252125
21:51.5,-0.000243837
21:52.5,-0.000250834
21:53.5,-0.000243455
21:54.5,-0.000244888
21:55.5,-0.000241715
21:56.5,-0.000248558
21:57.5,-0.000253992
21:58.5,-0.000241199
21:59.5,-0.000197169
22:00.5,-0.000171591
22:01.5,-0.000198716
22:02.5,-0.000193918
22:03.5,-0.000175842
22:04.5,-0.00015589
22:05.5,-0.000159449
22:06.5,-0.000171672
22:07.5,-0.00018571
22:08.5,-0.000180674
22:09.5,-0.000188536
22:10.5,-0.000183606
22:11.5,-0.000154812
22:12.5,-0.000145907
22:13.5,-0.00012254
22:14.5,-0.000108373
22:15.5,-8.64E-05
22:16.5,-9.33E-05
22:17.5,-9.67E-05
22:18.5,-8.98E-05
22:19.5,-9.58E-05
22:20.5,-9.70E-05
22:21.5,-9.44E-05
22:22.5,-8.13E-05
22:23.5,-6.21E-05
22:24.5,-5.67E-05
22:25.5,-6.81E-05
22:26.5,-1.00E-04
22:27.5,-7.67E-05
22:28.5,-6.65E-05
22:29.5,-3.65E-05
22:30.5,-4.96E-05
22:31.5,-5.71E-05
22:32.5,-4.93E-05
22:33.5,-3.22E-05
22:34.5,-3.54E-05
22:35.5,-2.93E-05
22:36.5,-2.56E-05
22:37.5,-3.37E-05
22:38.5,-4.18E-05
22:39.5,-4.40E-05
22:40.4,-5.71E-05
22:41.4,-6.16E-05
22:42.4,-5.51E-05
22:43.4,-7.01E-05
22:44.4,-7.22E-05
22:45.4,-7.54E-05
22:46.4,-8.39E-05
22:47.4,-8.22E-05
22:48.4,-0.000100955
22:49.4,-0.000128069
22:50.4,-0.000122029
22:51.4,-0.000118975
22:52.4,-0.000118655
22:53.4,-0.000128626
22:54.4,-0.000128077
22:55.4,-0.000124416
22:56.4,-0.000115959
22:57.4,-0.000110697
22:58.4,-0.000108529
22:59.4,-0.000120152
23:00.4,-0.000128841
23:01.4,-0.000134976
23:02.4,-0.000148064
23:03.4,-0.000159511
23:04.4,-0.000171636
23:05.4,-0.000178578
23:06.4,-0.000177534
23:07.4,-0.000173524
23:08.4,-0.000158308
23:09.4,-0.000143344
23:10.4,-0.00013434
23:11.4,-0.00015702
23:12.4,-0.000169108
23:13.4,-0.000206148
23:14.4,-0.000222074
23:15.4,-0.000215101
23:16.4,-0.00021008
23:17.4,-0.000210398
23:18.4,-0.000200847
23:19.4,-0.000212665
23:20.4,-0.000212727
23:21.4,-0.000181606
23:22.4,-0.000173704
23:23.4,-0.000165466
23:24.4,-0.00019426
23:25.4,-0.000237417
23:26.4,-0.000252015
23:27.4,-0.000223839
23:28.4,-0.00020089
23:29.4,-0.000199638
23:30.4,-0.000213638
23:31.4,-0.000206234
23:32.4,-0.000202288
23:33.4,-0.000194728
23:34.4,-0.000179925
23:35.4,-0.000174687
23:36.4,-0.000163574
23:37.4,-0.000147682
23:38.4,-0.000139451
23:39.4,-0.000116343
23:40.4,-0.000118243
23:41.3,-0.000109596
23:42.3,-8.85E-05
23:43.3,-8.52E-05
23:44.3,-0.000100955
23:45.3,-0.000109332
23:46.3,-9.87E-05
23:47.3,-0.000103849
23:48.3,-0.000102541
23:49.3,-0.000108035
23:50.3,-0.00011567
23:51.3,-9.30E-05
23:52.3,-8.94E-05
23:53.3,-8.61E-05
23:54.3,-0.000102776
23:55.3,-0.000115805
23:56.3,-0.000127652
23:57.3,-0.00012832
23:58.3,-0.00012018
23:59.3,-0.000122342
24:00.3,-0.000133936
24:01.3,-0.000130191
24:02.3,-0.000107394
24:03.3,-0.000112245
24:04.3,-9.88E-05
24:05.3,-1.00E-04
24:06.3,-9.70E-05
24:07.3,-8.09E-05
24:08.3,-8.61E-05
24:09.3,-0.000105048
24:10.3,-9.90E-05
24:11.3,-9.34E-05
24:12.3,-0.000102561
24:13.3,-0.000122199
24:14.3,-0.000112126
24:15.3,-0.00011492
24:16.3,-0.000123929
24:17.3,-0.000112785
24:18.3,-9.38E-05
24:19.3,-8.38E-05
24:20.3,-0.00010556
24:21.3,-0.000122037
24:22.3,-0.000127581
24:23.3,-0.000106103
24:24.3,-9.49E-05
24:25.3,-9.31E-05
24:26.3,-9.95E-05
24:27.3,-9.92E-05
24:28.3,-0.000104484
