Time,Ch245-247
12:15.5,0.00027731
12:16.5,0.000302194
12:17.5,0.000294448
12:18.5,0.000328843
12:19.5,0.000348223
12:20.5,0.000344691
12:21.5,0.000316954
12:22.5,0.000313994
12:23.5,0.000295819
12:24.5,0.000293679
12:25.5,0.00027641
12:26.5,0.000290872
12:27.5,0.000299962
12:28.5,0.000279237
12:29.5,0.000257731
12:30.4,0.00023149
12:31.4,0.000226665
12:32.4,0.00022086
12:33.4,0.000220587
12:34.4,0.000219177
12:35.4,0.000227855
12:36.4,0.000234888
12:37.4,0.000222648
12:38.4,0.000226646
12:39.4,0.000202743
12:40.4,0.000184714
12:41.4,0.000172207
12:42.4,0.000175971
12:43.4,0.000174322
12:44.4,0.00014948
12:45.4,0.000134566
12:46.4,9.637566e-05
12:47.4,6.887351e-05
12:48.4,7.931361e-05
12:49.4,8.4452375e-05
12:50.4,5.974294e-05
12:51.4,6.837122e-05
12:52.4,6.4096326e-05
12:53.4,5.4153938e-05
12:54.4,6.631312e-05
12:55.4,5.6745117e-05
12:56.4,4.4112585e-05
12:57.4,5.2768428e-05
12:58.4,4.8790742e-05
12:59.4,5.1957093e-05
13:00.4,4.5446493e-05
13:01.4,1.9414489e-05
13:02.4,1.73807e-05
13:03.4,6.7091128e-06
13:04.4,1.5007439e-05
13:05.4,1.8987423e-05
13:06.4,3.1429147e-06
13:07.4,-3.54E-07
13:08.4,-1.49E-05
13:09.4,-1.25E-05
13:10.4,-1.82E-05
13:11.4,-1.29E-05
13:12.4,-1.06E-05
13:13.4,-1.16E-05
13:14.4,-1.45E-05
13:15.4,-2.21E-06
13:16.4,8.6964e-06
13:17.4,-2.45E-05
13:18.4,-2.03E-05
13:19.4,-3.67E-05
13:20.4,-2.57E-05
13:21.4,-2.91E-05
13:22.4,-3.74E-05
13:23.4,-2.25E-05
13:24.4,-3.63E-05
13:25.4,2.234975e-06
13:26.4,1.4580717e-05
13:27.4,-7.62E-06
13:28.4,4.0733166e-06
13:29.4,1.0614719e-05
13:30.4,1.0839489e-05
13:31.3,3.1620184e-05
13:32.3,2.9191066e-05
13:33.3,2.890828e-05
13:34.3,2.1760125e-05
13:35.3,1.658202e-05
13:36.3,3.0499948e-05
13:37.3,3.9679133e-05
13:38.3,4.9381095e-05
13:39.3,5.82961e-05
13:40.3,4.058998e-05
13:41.3,3.133915e-05
13:42.3,2.1418417e-05
13:43.3,-4.77E-07
13:44.3,-1.07E-05
13:45.3,-2.14E-05
13:46.3,-6.67E-05
13:47.3,-5.16E-05
13:48.3,-3.21E-05
13:49.3,-5.52E-05
13:50.3,-7.26E-05
13:51.3,-7.49E-05
13:52.3,-6.57E-05
13:53.3,-7.50E-05
13:54.3,-8.29E-05
13:55.3,-8.15E-05
13:56.3,-7.92E-05
13:57.3,-0.000109858
13:58.3,-0.000109203
13:59.3,-0.000109157
14:00.3,-0.000116412
14:01.3,-0.000111641
14:02.3,-9.04E-05
14:03.3,-4.19E-05
14:04.3,-3.99E-05
14:05.3,-4.92E-05
14:06.3,-4.13E-05
14:07.3,-4.80E-05
14:08.3,-4.41E-05
14:09.3,-4.32E-05
14:10.3,-4.83E-05
14:11.3,-4.00E-05
14:12.3,-2.78E-05
14:13.3,-5.87E-05
14:14.3,-4.24E-05
14:15.3,-3.69E-05
14:16.3,-2.37E-05
14:17.3,-3.85E-05
14:18.3,-5.24E-05
14:19.3,-6.33E-05
14:20.3,-8.91E-05
14:21.3,-7.72E-05
14:22.3,-7.89E-05
14:23.3,-7.62E-05
14:24.3,-5.69E-05
14:25.3,-5.98E-05
14:26.3,-5.82E-05
14:27.3,-5.48E-05
14:28.3,-5.86E-05
14:29.3,-3.25E-05
14:30.3,-1.20E-05
14:31.3,-1.01E-05
14:32.2,1.2171429e-05
14:33.2,1.7224664e-05
14:34.2,-4.00E-06
14:35.2,-4.46E-06
14:36.2,8.13076e-06
14:37.2,2.1734759e-05
14:38.2,3.1450018e-05
14:39.2,3.468775e-05
14:40.2,2.5482328e-05
14:41.2,2.1063775e-05
14:42.2,3.948559e-05
14:43.2,7.0808564e-05
14:44.2,9.602359e-05
14:45.2,0.000106685
14:46.2,7.98597e-05
14:47.2,7.4215335e-05
14:48.2,5.8604513e-05
14:49.2,8.919239e-05
14:50.2,9.876411e-05
14:51.2,8.2726e-05
14:52.2,6.4342305e-05
14:53.2,7.952954e-05
14:54.2,5.8879305e-05
14:55.2,5.536791e-05
14:56.2,5.5265482e-05
14:57.2,6.4778826e-05
14:58.2,0.000104271
14:59.2,0.000126346
15:00.2,0.000143111
15:01.2,8.706967e-05
15:02.2,7.597697e-05
15:03.2,6.47075e-05
15:04.2,8.5940446e-05
15:05.2,5.512768e-05
15:06.2,2.0712998e-05
15:07.2,1.3963002e-05
15:08.2,2.0959744e-05
15:09.2,-4.49E-06
15:10.2,-2.33E-05
15:11.2,-1.95E-05
15:12.2,2.1939074e-06
15:13.2,6.389412e-06
15:14.2,-1.69E-05
15:15.2,-3.90E-05
15:16.2,-4.94E-05
15:17.2,-6.45E-05
15:18.2,-0.000119635
15:19.2,-0.000180638
15:20.2,-0.000184475
15:21.2,-0.000204306
15:22.2,-0.0002249
15:23.2,-0.000215033
15:24.2,-0.000200234
15:25.2,-0.000178927
15:26.2,-0.000245488
15:27.2,-0.000288096
15:28.2,-0.000304371
15:29.2,-0.000288062
15:30.2,-0.000304874
15:31.2,-0.000293804
15:32.2,-0.000265707
15:33.1,-0.000242769
15:34.1,-0.000256755
15:35.1,-0.000279295
15:36.1,-0.000260239
15:37.1,-0.000234846
15:38.1,-0.0002219
15:39.1,-0.000250442
15:40.1,-0.000256417
15:41.1,-0.000259284
15:42.1,-0.000255469
15:43.1,-0.000241933
15:44.1,-0.000220949
15:45.1,-0.000195094
15:46.1,-0.000179164
15:47.1,-0.000166558
15:48.1,-0.000141538
15:49.1,-0.000150054
15:50.1,-0.00015884
15:51.1,-0.000158097
15:52.1,-0.000160204
15:53.1,-0.000178246
15:54.1,-0.000159913
15:55.1,-0.000165143
15:56.1,-0.000156905
15:57.1,-0.000145685
15:58.1,-0.000148877
15:59.1,-0.000132919
16:00.1,-0.00013651
16:01.1,-0.000128495
16:02.1,-0.000130948
16:03.1,-0.000156532
16:04.1,-0.000173186
16:05.1,-0.000170179
16:06.1,-0.000186058
16:07.1,-0.000153987
16:08.1,-0.000175386
16:09.1,-0.000196688
16:10.1,-0.000174753
16:11.1,-0.000167924
16:12.1,-0.000173707
16:13.1,-0.000160942
16:14.1,-0.000151622
16:15.1,-0.000114332
16:16.1,-0.000108495
16:17.1,-7.00E-05
16:18.1,-3.99E-05
16:19.1,-2.21E-05
16:20.1,-1.44E-05
16:21.1,1.4841462e-05
16:22.1,3.880096e-05
16:23.1,4.9031063e-05
16:24.1,4.223368e-05
16:25.1,5.432044e-05
16:26.1,3.8251863e-05
16:27.1,2.9831901e-05
16:28.1,3.939595e-05
16:29.1,2.3761526e-05
16:30.1,5.0518306e-06
16:31.1,1.2430237e-05
16:32.1,6.3636508e-06
16:33.1,4.9251153e-06
16:34.0,1.2202575e-05
16:35.0,1.6252883e-05
16:36.0,1.0041059e-05
16:37.0,9.348778e-06
16:38.0,1.3674524e-05
16:39.0,3.3641696e-05
16:40.0,2.2934828e-05
16:41.0,1.1454605e-06
16:42.0,1.6949516e-06
16:43.0,-1.40E-05
16:44.0,-1.82E-05
16:45.0,-3.88E-06
16:46.0,3.416817e-06
16:47.0,3.4319277e-05
16:48.0,6.3362786e-05
16:49.0,7.4348805e-05
16:50.0,6.909662e-05
16:51.0,5.1313484e-05
16:52.0,3.923152e-05
16:53.0,1.5475613e-05
16:54.0,0
16:55.0,-3.47E-05
16:56.0,-8.43E-05
16:57.0,-7.60E-05
16:58.0,-8.63E-05
16:59.0,-0.000102719
17:00.0,-9.18E-05
17:01.0,-0.000114547
17:02.0,-0.000118765
17:03.0,-0.000118162
17:04.0,-0.000105651
17:05.0,-7.55E-05
17:06.0,-5.02E-05
17:07.0,-5.93E-05
17:08.0,-5.17E-05
17:09.0,-4.39E-05
17:10.0,-3.18E-05
17:11.0,-3.16E-05
17:12.0,-3.59E-05
17:13.0,-5.05E-05
17:14.0,-6.01E-05
17:15.0,-3.79E-05
17:16.0,-4.20E-05
17:17.0,-7.13E-05
17:18.0,-7.30E-05
17:19.0,-6.16E-05
17:20.0,-6.84E-05
17:21.0,-7.80E-05
17:22.0,-6.67E-05
17:23.0,-3.88E-05
17:24.0,-3.06E-05
17:25.0,-5.39E-05
17:26.0,-7.48E-05
17:27.0,-9.51E-05
17:28.0,-9.01E-05
17:29.0,-8.14E-05
17:30.0,-6.81E-05
17:31.0,-5.92E-05
17:32.0,-5.16E-05
17:33.0,-6.16E-05
17:34.0,-5.86E-05
17:34.9,-6.91E-05
17:35.9,-8.07E-05
17:36.9,-9.63E-05
17:37.9,-0.000116679
17:38.9,-0.000150155
17:39.9,-0.000186998
17:40.9,-0.000203836
17:41.9,-0.000217763
17:42.9,-0.000216556
17:43.9,-0.000208682
17:44.9,-0.000179185
17:45.9,-0.000183876
17:46.9,-0.000163118
17:47.9,-0.000170242
17:48.9,-0.000138878
17:49.9,-0.000110079
17:50.9,-0.000112424
17:51.9,-8.55E-05
17:52.9,-7.58E-05
17:53.9,-9.93E-05
17:54.9,-5.98E-05
17:55.9,-5.42E-05
17:56.9,-5.67E-05
17:57.9,-6.31E-05
17:58.9,-7.91E-05
17:59.9,-9.73E-05
18:00.9,-0.000121639
18:01.9,-0.000152533
18:02.9,-0.000165857
18:03.9,-0.000143924
18:04.9,-0.000101895
18:05.9,-8.73E-05
18:06.9,-9.02E-05
18:07.9,-9.41E-05
18:08.9,-9.59E-05
18:09.9,-0.000124366
18:10.9,-0.000119138
18:11.9,-0.000125344
18:12.9,-0.000147138
18:13.9,-0.00013658
18:14.9,-0.000104264
18:15.9,-7.91E-05
18:16.9,-5.13E-05
18:17.9,-5.80E-05
18:18.9,-7.69E-05
18:19.9,-8.61E-05
18:20.9,-0.000112168
18:21.9,-0.000132082
18:22.9,-0.000126215
18:23.9,-0.000124231
18:24.9,-0.000120302
18:25.9,-0.000105266
18:26.9,-0.000100689
18:27.9,-0.00010067
18:28.9,-6.87E-05
18:29.9,-7.87E-05
18:30.9,-7.63E-05
18:31.9,-4.99E-05
18:32.9,-2.46E-05
18:33.9,-6.18E-06
18:34.9,-1.57E-05
18:35.8,-2.11E-05
18:36.8,-4.25E-05
18:37.8,-4.71E-05
18:38.8,-1.96E-05
18:39.8,3.4058092e-05
18:40.8,7.215321e-05
18:41.8,7.098484e-05
18:42.8,6.693314e-05
18:43.8,9.01454e-05
18:44.8,6.97627e-05
18:45.8,5.4488653e-05
18:46.8,7.4220225e-05
18:47.8,9.733515e-05
18:48.8,0.000115528
18:49.8,0.000125607
18:50.8,0.000113882
18:51.8,9.703433e-05
18:52.8,8.476529e-05
18:53.8,8.9969435e-05
18:54.8,9.613526e-05
18:55.8,0.000129618
18:56.8,0.000139815
18:57.8,0.000132116
18:58.8,0.000127115
18:59.8,0.000127831
19:00.8,0.000125839
19:01.8,0.000141691
19:02.8,0.000155254
19:03.8,0.000179156
19:04.8,0.000203663
19:05.8,0.000200394
19:06.8,0.000231297
19:07.8,0.000262412
19:08.8,0.000290718
19:09.8,0.000279235
19:10.8,0.000275152
19:11.8,0.000279644
19:12.8,0.000263518
19:13.8,0.000272279
19:14.8,0.000247676
19:15.8,0.00020865
19:16.8,0.000230803
19:17.8,0.000236974
19:18.8,0.000233361
19:19.8,0.000255044
19:20.8,0.000251435
19:21.8,0.000241237
19:22.8,0.000251067
19:23.8,0.000271648
19:24.8,0.00029599
19:25.8,0.000294839
19:26.8,0.000305996
19:27.8,0.000308823
19:28.8,0.000298743
19:29.8,0.000295021
19:30.8,0.000268578
19:31.8,0.000238729
19:32.8,0.000254054
19:33.8,0.000254012
19:34.8,0.00025641
19:35.8,0.000259849
19:36.7,0.00028532
19:37.7,0.000278093
19:38.7,0.000272946
19:39.7,0.000288881
19:40.7,0.000287476
19:41.7,0.00029784
19:42.7,0.0002831
19:43.7,0.000276585
19:44.7,0.000251995
19:45.7,0.000257645
19:46.7,0.000253775
19:47.7,0.000244951
19:48.7,0.000265285
19:49.7,0.000281567
19:50.7,0.000269455
19:51.7,0.000255212
19:52.7,0.000244504
19:53.7,0.000239104
19:54.7,0.000244839
19:55.7,0.000255517
19:56.7,0.000272353
19:57.7,0.000261987
19:58.7,0.000253965
19:59.7,0.000245954
20:00.7,0.000260439
20:01.7,0.000270005
20:02.7,0.000280344
20:03.7,0.000291084
20:04.7,0.000297972
20:05.7,0.00030516
20:06.7,0.000289471
20:07.7,0.000296215
20:08.7,0.000293711
20:09.7,0.000292668
20:10.7,0.000295937
20:11.7,0.00029183
20:12.7,0.000272615
20:13.7,0.000254349
20:14.7,0.000272812
20:15.7,0.000264984
20:16.7,0.00024398
20:17.7,0.000256347
20:18.7,0.000275773
20:19.7,0.00026927
20:20.7,0.000287575
20:21.7,0.000283867
20:22.7,0.000283098
20:23.7,0.000269709
20:24.7,0.000286164
20:25.7,0.000306663
20:26.7,0.000307003
20:27.7,0.000316212
20:28.7,0.000297548
20:29.7,0.000291768
20:30.7,0.000284059
20:31.7,0.000292128
20:32.7,0.00028963
20:33.7,0.000269213
20:34.7,0.000275557
20:35.7,0.000281881
20:36.7,0.000299969
20:37.7,0.000317712
20:38.6,0.000324193
20:39.6,0.000318727
20:40.6,0.000340064
20:41.6,0.000342314
20:42.6,0.000370173
20:43.6,0.000371736
20:44.6,0.000379377
20:45.6,0.000393471
20:46.6,0.000409657
20:47.6,0.0003843
20:48.6,0.000375969
20:49.6,0.000377451
20:50.6,0.000389036
20:51.6,0.000399882
20:52.6,0.000393039
20:53.6,0.000402297
20:54.6,0.00040835
20:55.6,0.000414115
20:56.6,0.000405979
20:57.6,0.000396096
20:58.6,0.000389011
20:59.6,0.000375287
21:00.6,0.000396521
21:01.6,0.000399832
21:02.6,0.000402143
21:03.6,0.000404225
21:04.6,0.000401681
21:05.6,0.000396817
21:06.6,0.000393543
21:07.6,0.000420939
21:08.6,0.000424523
21:09.6,0.000443938
21:10.6,0.000444204
21:11.6,0.000441865
21:12.6,0.000438474
21:13.6,0.000424333
21:14.6,0.000402616
21:15.6,0.000399548
21:16.6,0.000407697
21:17.6,0.000394912
21:18.6,0.000381809
21:19.6,0.000367771
21:20.6,0.000370765
21:21.6,0.000373751
21:22.6,0.000371803
21:23.6,0.000368837
21:24.6,0.000345502
21:25.6,0.00035631
21:26.6,0.000344243
21:27.6,0.000334474
21:28.6,0.000327223
21:29.6,0.000326642
21:30.6,0.000322612
21:31.6,0.000315924
21:32.6,0.00030157
21:33.6,0.000326518
21:34.6,0.000317939
21:35.6,0.000311074
21:36.6,0.000293923
21:37.6,0.00027223
21:38.6,0.000260769
21:39.5,0.000275144
21:40.5,0.000289964
21:41.5,0.000293054
21:42.5,0.000282797
21:43.5,0.000292113
21:44.5,0.000310429
21:45.5,0.00031571
21:46.5,0.00031904
21:47.5,0.000340842
21:48.5,0.000356174
21:49.5,0.000356068
21:50.5,0.000356837
21:51.5,0.000366141
21:52.5,0.000377628
21:53.5,0.000382042
21:54.5,0.000379638
21:55.5,0.000382272
21:56.5,0.000381905
21:57.5,0.000391307
21:58.5,0.000388469
21:59.5,0.000354078
22:00.5,0.000319791
22:01.5,0.000325568
22:02.5,0.000338161
22:03.5,0.000353036
22:04.5,0.000343659
22:05.5,0.000325465
22:06.5,0.000333296
22:07.5,0.000344617
22:08.5,0.00035212
22:09.5,0.0003426
22:10.5,0.000354231
22:11.5,0.000372357
22:12.5,0.0003793
22:13.5,0.000364242
22:14.5,0.000348283
22:15.5,0.000329587
22:16.5,0.000317685
22:17.5,0.000312831
22:18.5,0.000330018
22:19.5,0.000319591
22:20.5,0.00030987
22:21.5,0.000317022
22:22.5,0.000328001
22:23.5,0.000345544
22:24.5,0.000352065
22:25.5,0.000348804
22:26.5,0.000344242
22:27.5,0.000352522
22:28.5,0.000344549
22:29.5,0.000337815
22:30.5,0.000348463
22:31.5,0.000347456
22:32.5,0.000338358
22:33.5,0.000344517
22:34.5,0.00034401
22:35.5,0.000357009
22:36.5,0.000368705
22:37.5,0.000356594
22:38.5,0.000354277
22:39.5,0.000331489
22:40.4,0.000314993
22:41.4,0.000307371
22:42.4,0.000325417
22:43.4,0.000343841
22:44.4,0.000336898
22:45.4,0.000320862
22:46.4,0.000329418
22:47.4,0.000327184
22:48.4,0.000319696
22:49.4,0.000300961
22:50.4,0.000281338
22:51.4,0.000275811
22:52.4,0.000264978
22:53.4,0.000262995
22:54.4,0.000272637
22:55.4,0.000283199
22:56.4,0.000298128
22:57.4,0.000319009
22:58.4,0.000319551
22:59.4,0.000328962
23:00.4,0.000318923
23:01.4,0.000321067
23:02.4,0.000320726
23:03.4,0.000313005
23:04.4,0.000286626
23:05.4,0.0002901
23:06.4,0.00028806
23:07.4,0.000291235
23:08.4,0.000272366
23:09.4,0.00026343
23:10.4,0.000264481
23:11.4,0.000279786
23:12.4,0.000284633
23:13.4,0.000263487
23:14.4,0.000242321
23:15.4,0.000238519
23:16.4,0.000236568
23:17.4,0.000210456
23:18.4,0.000201849
23:19.4,0.000182663
23:20.4,0.000177903
23:21.4,0.000157302
23:22.4,0.000142145
23:23.4,0.00013565
23:24.4,0.000125686
23:25.4,0.000128547
23:26.4,0.000134242
23:27.4,0.000138002
23:28.4,0.000151405
23:29.4,0.000153633
23:30.4,0.000143106
23:31.4,0.000127974
23:32.4,0.000133786
23:33.4,0.000135118
23:34.4,0.000133814
23:35.4,0.000146898
23:36.4,0.000140391
23:37.4,0.000149342
23:38.4,0.000147852
23:39.4,0.000128676
23:40.4,0.000119989
23:41.3,0.000124743
23:42.3,0.000138251
23:43.3,0.000143491
23:44.3,0.000144382
23:45.3,0.000142649
23:46.3,0.00014494
23:47.3,0.00014933
23:48.3,0.000161651
23:49.3,0.00015872
23:50.3,0.000153653
23:51.3,0.000146559
23:52.3,0.000147192
23:53.3,0.0001501
23:54.3,0.000147612
23:55.3,0.000164359
23:56.3,0.000168051
23:57.3,0.000162236
23:58.3,0.000153608
23:59.3,0.000144004
24:00.3,0.000133668
24:01.3,0.000155354
24:02.3,0.00014218
24:03.3,0.000133669
24:04.3,0.000133363
24:05.3,0.00013479
24:06.3,0.000122336
24:07.3,0.000121885
24:08.3,0.000134554
24:09.3,0.000145918
24:10.3,0.000142164
24:11.3,0.000134088
24:12.3,0.000136405
24:13.3,0.000150393
24:14.3,0.00015375
24:15.3,0.000146588
24:16.3,0.000145841
24:17.3,0.00016429
24:18.3,0.00017067
24:19.3,0.000188133
24:20.3,0.000201882
24:21.3,0.000203729
24:22.3,0.000202745
24:23.3,0.000215719
24:24.3,0.000212967
24:25.3,0.000225614
24:26.3,0.000223933
24:27.3,0.000205235
24:28.3,0.000207592
24:29.3,0.00022207
24:30.3,0.000226697
24:31.3,0.00022588
24:32.3,0.000231224
24:33.3,0.000239291
24:34.3,0.000228246
24:35.3,0.000215402
24:36.3,0.000205823
24:37.3,0.000194005
24:38.3,0.000191442
24:39.3,0.000183883
24:40.3,0.00020068
24:41.3,0.000192519
24:42.2,0.000200393
24:43.2,0.000201219
24:44.2,0.000210669
24:45.2,0.000211318
24:46.2,0.000209639
24:47.2,0.000231693
24:48.2,0.000231686
24:49.2,0.000226755
24:50.2,0.000244962
24:51.2,0.000246437
24:52.2,0.000237063
24:53.2,0.000234969
24:54.2,0.000232407
24:55.2,0.000225688
24:56.2,0.000231967
24:57.2,0.000229737
24:58.2,0.000228837
24:59.2,0.000228068
25:00.2,0.000228413
25:01.2,0.000203688
25:02.2,0.000199744
25:03.2,0.00019975
25:04.2,0.000221793
25:05.2,0.000215915
25:06.2,0.000209512
