Time,Ch110-112
10:21.7,-0.000441221
10:22.7,-0.00044234
10:23.7,-0.000467539
10:24.7,-0.000500138
10:25.7,-0.000498507
10:26.7,-0.000501448
10:27.6,-0.000504171
10:28.6,-0.000473104
10:29.6,-0.000451665
10:30.6,-0.000452893
10:31.6,-0.000439217
10:32.6,-0.000450566
10:33.6,-0.000437543
10:34.6,-0.000451471
10:35.6,-0.000510558
10:36.6,-0.000516848
10:37.6,-0.000492806
10:38.6,-0.000476808
10:39.6,-0.000526403
10:40.6,-0.000549547
10:41.6,-0.000545663
10:42.6,-0.000550371
10:43.6,-0.000605353
10:44.6,-0.000636113
10:45.6,-0.000628183
10:46.6,-0.000638408
10:47.6,-0.000624627
10:48.6,-0.000589586
10:49.6,-0.000643963
10:50.6,-0.000594181
10:51.6,-0.000564198
10:52.6,-0.000542847
10:53.6,-0.000536228
10:54.6,-0.000525722
10:55.6,-0.000551138
10:56.6,-0.000562611
10:57.6,-0.000531554
10:58.6,-0.000544536
10:59.6,-0.000562026
11:00.6,-0.000566445
11:01.6,-0.000549831
11:02.6,-0.000574891
11:03.6,-0.000604915
11:04.6,-0.000637593
11:05.6,-0.000606339
11:06.6,-0.000554439
11:07.6,-0.000531877
11:08.6,-0.000516965
11:09.6,-0.00051328
11:10.6,-0.000492514
11:11.6,-0.000511778
11:12.6,-0.000501432
11:13.6,-0.000571223
11:14.6,-0.000607951
11:15.6,-0.000611572
11:16.6,-0.000656919
11:17.6,-0.000662442
11:18.6,-0.000650596
11:19.6,-0.000648269
11:20.6,-0.000690867
11:21.6,-0.000707103
11:22.6,-0.000718994
11:23.6,-0.000748841
11:24.6,-0.000722008
11:25.6,-0.000722057
11:26.6,-0.000674176
11:27.6,-0.000672433
11:28.6,-0.000690517
11:29.5,-0.000677584
11:30.5,-0.000706052
11:31.5,-0.000760147
11:32.5,-0.000743532
11:33.5,-0.000704541
11:34.5,-0.000691891
11:35.5,-0.000697668
11:36.5,-0.000712737
11:37.5,-0.000710292
11:38.5,-0.000708592
11:39.5,-0.000727287
11:40.5,-0.000730869
11:41.5,-0.000779143
11:42.5,-0.000777386
11:43.5,-0.00076497
11:44.5,-0.000785893
11:45.5,-0.000782751
11:46.5,-0.000810556
11:47.5,-0.000836039
11:48.5,-0.000838431
11:49.5,-0.000900533
11:50.5,-0.000892549
11:51.5,-0.000853344
11:52.5,-0.000847049
11:53.5,-0.000819632
11:54.5,-0.000795437
11:55.5,-0.000850551
11:56.5,-0.000876764
11:57.5,-0.000922579
11:58.5,-0.000906599
11:59.5,-0.000907246
12:00.5,-0.000898245
12:01.5,-0.000876194
12:02.5,-0.000818811
12:03.5,-0.000807666
12:04.5,-0.000790522
12:05.5,-0.000784846
12:06.5,-0.000843652
12:07.5,-0.000814194
12:08.5,-0.000790638
12:09.5,-0.000811226
12:10.5,-0.000810131
12:11.5,-0.000852883
12:12.5,-0.000852241
12:13.5,-0.000851296
12:14.5,-0.000891218
12:15.5,-0.000881289
12:16.5,-0.000833921
12:17.5,-0.000827669
12:18.5,-0.000826628
12:19.5,-0.000827193
12:20.5,-0.00083843
12:21.5,-0.000816868
12:22.5,-0.000831979
12:23.5,-0.000819078
12:24.5,-0.000805996
12:25.5,-0.00081899
12:26.5,-0.000808454
12:27.5,-0.000840672
12:28.5,-0.000832456
12:29.5,-0.000819371
12:30.4,-0.000853558
12:31.4,-0.000854257
12:32.4,-0.000855983
12:33.4,-0.000843742
12:34.4,-0.000814731
12:35.4,-0.000793317
12:36.4,-0.000771398
12:37.4,-0.000776243
12:38.4,-0.000764414
12:39.4,-0.000747864
12:40.4,-0.000723105
12:41.4,-0.00074245
12:42.4,-0.000736075
12:43.4,-0.000741834
12:44.4,-0.000710553
12:45.4,-0.000679963
12:46.4,-0.000663289
12:47.4,-0.000658744
12:48.4,-0.00067405
12:49.4,-0.000707599
12:50.4,-0.000750304
12:51.4,-0.000747223
12:52.4,-0.000733268
12:53.4,-0.00074197
12:54.4,-0.000747072
12:55.4,-0.000762286
12:56.4,-0.000788685
12:57.4,-0.000787583
12:58.4,-0.00079581
12:59.4,-0.000795155
13:00.4,-0.000780369
13:01.4,-0.000745527
13:02.4,-0.000741687
13:03.4,-0.000728623
13:04.4,-0.000718323
13:05.4,-0.000701258
13:06.4,-0.000722131
13:07.4,-0.000706999
13:08.4,-0.000717063
13:09.4,-0.000737344
13:10.4,-0.000732459
13:11.4,-0.000723841
13:12.4,-0.000727424
13:13.4,-0.00072256
13:14.4,-0.000715252
13:15.4,-0.000707159
13:16.4,-0.000697063
13:17.4,-0.000702408
13:18.4,-0.000690889
13:19.4,-0.0006777
13:20.4,-0.000658501
13:21.4,-0.000673051
13:22.4,-0.000691073
13:23.4,-0.000659655
13:24.4,-0.000666047
13:25.4,-0.000696793
13:26.4,-0.000688511
13:27.4,-0.000676077
13:28.4,-0.000656799
13:29.4,-0.000647257
13:30.4,-0.000652078
13:31.3,-0.000670487
13:32.3,-0.000655661
13:33.3,-0.000663585
13:34.3,-0.000670851
13:35.3,-0.000666879
13:36.3,-0.000657777
13:37.3,-0.000625854
13:38.3,-0.000617157
13:39.3,-0.000624858
13:40.3,-0.000622961
13:41.3,-0.000639378
13:42.3,-0.000648631
13:43.3,-0.000609873
13:44.3,-0.000574032
13:45.3,-0.000554317
13:46.3,-0.000564177
13:47.3,-0.000549784
13:48.3,-0.00053438
13:49.3,-0.000545165
13:50.3,-0.000548671
13:51.3,-0.000559509
13:52.3,-0.000551229
13:53.3,-0.000556352
13:54.3,-0.000552519
13:55.3,-0.000538592
13:56.3,-0.000515761
13:57.3,-0.000512389
13:58.3,-0.000505971
13:59.3,-0.000514229
14:00.3,-0.000498154
14:01.3,-0.000491659
14:02.3,-0.000493377
14:03.3,-0.000500501
14:04.3,-0.000500556
14:05.3,-0.000499447
14:06.3,-0.000497118
14:07.3,-0.000490054
14:08.3,-0.000471565
14:09.3,-0.000446833
14:10.3,-0.000445407
14:11.3,-0.000450503
14:12.3,-0.000474545
14:13.3,-0.000489248
14:14.3,-0.000496554
14:15.3,-0.000464456
14:16.3,-0.000451678
14:17.3,-0.000444399
14:18.3,-0.000425431
14:19.3,-0.000424151
14:20.3,-0.000418182
14:21.3,-0.000407188
14:22.3,-0.000394252
14:23.3,-0.000373531
14:24.3,-0.000375111
14:25.3,-0.000373385
14:26.3,-0.000406003
14:27.3,-0.000395567
14:28.3,-0.000383732
14:29.3,-0.000403782
14:30.3,-0.000414325
14:31.3,-0.000445996
14:32.2,-0.000461864
14:33.2,-0.000476059
14:34.2,-0.000474405
14:35.2,-0.00049156
14:36.2,-0.000481542
14:37.2,-0.000476675
14:38.2,-0.000463742
14:39.2,-0.000452284
14:40.2,-0.000431375
14:41.2,-0.000456569
14:42.2,-0.000467117
14:43.2,-0.000448381
14:44.2,-0.000432797
14:45.2,-0.000434474
14:46.2,-0.00047359
14:47.2,-0.000460605
14:48.2,-0.000429337
14:49.2,-0.000430653
14:50.2,-0.000422515
14:51.2,-0.000396091
14:52.2,-0.000413544
14:53.2,-0.000407805
14:54.2,-0.000419138
14:55.2,-0.000404281
14:56.2,-0.000393505
14:57.2,-0.000407617
14:58.2,-0.000413383
14:59.2,-0.000387727
15:00.2,-0.000397056
15:01.2,-0.000376232
15:02.2,-0.000363491
15:03.2,-0.000368636
15:04.2,-0.00037983
15:05.2,-0.00038257
15:06.2,-0.000430188
15:07.2,-0.000416018
15:08.2,-0.000400781
15:09.2,-0.000407199
15:10.2,-0.000396041
15:11.2,-0.000393172
15:12.2,-0.000384765
15:13.2,-0.00041569
15:14.2,-0.00045266
15:15.2,-0.000446248
15:16.2,-0.000446886
15:17.2,-0.000452791
15:18.2,-0.000456969
15:19.2,-0.000473433
15:20.2,-0.000437797
15:21.2,-0.000431941
15:22.2,-0.000403924
15:23.2,-0.000401294
15:24.2,-0.000404967
15:25.2,-0.000423782
15:26.2,-0.000426284
15:27.2,-0.000409579
15:28.2,-0.000385582
15:29.2,-0.000360446
15:30.2,-0.000356988
15:31.2,-0.000335234
15:32.2,-0.000369409
15:33.1,-0.00035989
15:34.1,-0.000347735
15:35.1,-0.000335432
15:36.1,-0.000334689
15:37.1,-0.000354892
15:38.1,-0.00032771
15:39.1,-0.000293622
15:40.1,-0.000272153
15:41.1,-0.000257544
15:42.1,-0.000231957
15:43.1,-0.000236364
15:44.1,-0.000226746
15:45.1,-0.000192426
15:46.1,-0.000172987
15:47.1,-0.000170828
15:48.1,-0.00018757
15:49.1,-0.000171859
15:50.1,-0.000179683
15:51.1,-0.000181387
15:52.1,-0.000207572
15:53.1,-0.000228395
15:54.1,-0.000205149
15:55.1,-0.000184873
15:56.1,-0.000206106
15:57.1,-0.000194375
15:58.1,-0.000193051
15:59.1,-0.000208646
16:00.1,-0.000200931
16:01.1,-0.000190926
16:02.1,-0.00017455
16:03.1,-0.000159963
16:04.1,-0.000179589
16:05.1,-0.000191812
16:06.1,-0.000190563
16:07.1,-0.000187361
16:08.1,-0.000214918
16:09.1,-0.000187181
16:10.1,-0.000166652
16:11.1,-0.000165029
16:12.1,-0.000153555
16:13.1,-0.000151413
16:14.1,-0.000166387
16:15.1,-0.00018287
16:16.1,-0.000179381
16:17.1,-0.000160474
16:18.1,-0.000165245
16:19.1,-0.000172775
16:20.1,-0.000158023
16:21.1,-0.000138782
16:22.1,-0.000132693
16:23.1,-0.000135327
16:24.1,-0.000129609
16:25.1,-0.000144385
16:26.1,-0.00014585
16:27.1,-0.000138897
16:28.1,-0.000148549
16:29.1,-0.000137949
16:30.1,-0.000160907
16:31.1,-0.000170928
16:32.1,-0.000161517
16:33.1,-0.000136647
16:34.0,-8.82E-05
16:35.0,-5.71E-05
16:36.0,-8.33E-05
16:37.0,-8.76E-05
16:38.0,-7.00E-05
16:39.0,-3.77E-05
16:40.0,-2.87E-05
16:41.0,-2.03E-05
16:42.0,-5.40E-05
16:43.0,-7.89E-05
16:44.0,-0.000100819
16:45.0,-0.000122982
16:46.0,-0.000104119
16:47.0,-0.000135553
16:48.0,-0.000155606
16:49.0,-0.000143975
16:50.0,-0.000142887
16:51.0,-0.000143456
16:52.0,-0.000179172
16:53.0,-0.000166031
16:54.0,0
16:55.0,-0.00011636
16:56.0,-9.27E-05
16:57.0,-0.000111967
16:58.0,-0.000111324
16:59.0,-0.000109742
17:00.0,-8.89E-05
17:01.0,-3.99E-05
17:02.0,-1.20E-05
17:03.0,-6.42E-05
17:04.0,-8.15E-05
17:05.0,-8.62E-05
17:06.0,-9.64E-05
17:07.0,-8.96E-05
17:08.0,-6.82E-05
17:09.0,-7.71E-05
17:10.0,-7.18E-05
17:11.0,-6.28E-05
17:12.0,-7.67E-05
17:13.0,-9.98E-05
17:14.0,-8.78E-05
17:15.0,-7.03E-05
17:16.0,-4.61E-05
17:17.0,-9.44E-06
17:18.0,-2.61E-06
17:19.0,7.2751527e-06
17:20.0,4.975085e-05
17:21.0,7.691868e-05
17:22.0,7.1040915e-05
17:23.0,4.2748507e-05
17:24.0,1.47465735e-05
17:25.0,2.3534407e-05
17:26.0,4.5963065e-05
17:27.0,6.406824e-05
17:28.0,8.484951e-05
17:29.0,7.3123345e-05
17:30.0,4.3758555e-05
17:31.0,3.6387326e-05
17:32.0,3.8807993e-05
17:33.0,5.1270774e-05
17:34.0,3.3564807e-05
17:34.9,3.8209684e-05
17:35.9,3.2640575e-05
17:36.9,4.0570023e-05
17:37.9,-9.28E-06
17:38.9,5.5561795e-06
17:39.9,2.0181307e-05
17:40.9,3.47289e-05
17:41.9,1.6999315e-05
17:42.9,-9.61E-06
17:43.9,-1.92E-05
17:44.9,-4.73E-05
17:45.9,-2.28E-05
17:46.9,-2.35E-05
17:47.9,-3.99E-05
17:48.9,-6.12E-05
17:49.9,-5.59E-05
17:50.9,-7.57E-05
17:51.9,-7.59E-05
17:52.9,-0.000115463
17:53.9,-0.000103475
17:54.9,-0.000100737
17:55.9,-8.57E-05
17:56.9,-0.000103081
17:57.9,-9.07E-05
17:58.9,-9.90E-05
17:59.9,-0.000125855
18:00.9,-7.18E-05
18:01.9,-8.06E-05
18:02.9,-0.000102888
18:03.9,-0.000131434
18:04.9,-7.41E-05
18:05.9,-9.59E-05
18:06.9,-0.000101836
18:07.9,-9.92E-05
18:08.9,-7.59E-05
18:09.9,-5.97E-05
18:10.9,-7.10E-05
18:11.9,-9.33E-05
18:12.9,-9.47E-05
18:13.9,-8.96E-05
18:14.9,-0.000118424
18:15.9,-0.000139642
18:16.9,-0.000123297
18:17.9,-0.000137872
18:18.9,-0.000138553
18:19.9,-0.000179738
18:20.9,-0.00021524
18:21.9,-0.00023365
18:22.9,-0.000238654
18:23.9,-0.000291188
18:24.9,-0.000298693
18:25.9,-0.000286373
18:26.9,-0.000279526
18:27.9,-0.000251968
18:28.9,-0.000216618
18:29.9,-0.000224259
18:30.9,-0.00021209
18:31.9,-0.000202348
18:32.9,-0.000167004
18:33.9,-0.000149275
18:34.9,-0.000161337
18:35.8,-0.000182032
18:36.8,-0.000173399
18:37.8,-0.000170496
18:38.8,-0.000173914
18:39.8,-0.000167317
18:40.8,-0.000158701
18:41.8,-0.000124124
18:42.8,-0.000102019
18:43.8,-9.82E-05
18:44.8,-0.000100952
18:45.8,-9.54E-05
18:46.8,-0.000118735
18:47.8,-0.000124838
18:48.8,-0.000129994
18:49.8,-0.000143716
18:50.8,-0.000156303
18:51.8,-0.000156516
18:52.8,-0.000120267
18:53.8,-0.00012928
18:54.8,-0.000139783
18:55.8,-0.000151405
18:56.8,-0.000151358
18:57.8,-0.00013188
18:58.8,-0.000140099
18:59.8,-0.000152514
19:00.8,-0.000112412
19:01.8,-6.54E-05
19:02.8,-6.51E-05
19:03.8,-4.39E-05
19:04.8,-4.46E-05
19:05.8,-7.48E-05
19:06.8,-8.07E-05
19:07.8,-8.06E-05
19:08.8,-7.36E-05
19:09.8,-0.0001253
19:10.8,-0.000139169
19:11.8,-0.000135703
19:12.8,-0.000136724
19:13.8,-0.000136273
19:14.8,-9.96E-05
19:15.8,-0.000113895
19:16.8,-9.26E-05
19:17.8,-8.17E-05
19:18.8,-0.000115088
19:19.8,-0.000100014
19:20.8,-8.87E-05
19:21.8,-8.96E-05
19:22.8,-0.000107186
19:23.8,-0.000131355
19:24.8,-0.000149157
19:25.8,-0.000129735
19:26.8,-0.000103964
19:27.8,-8.64E-05
19:28.8,-7.98E-05
19:29.8,-7.38E-05
19:30.8,-5.67E-05
19:31.8,-4.93E-05
19:32.8,-4.02E-05
19:33.8,-3.05E-05
19:34.8,-3.16E-05
19:35.8,-3.59E-05
19:36.7,-7.36E-06
19:37.7,9.6478025e-06
19:38.7,-2.78E-05
19:39.7,-4.41E-05
19:40.7,-3.92E-05
19:41.7,-3.26E-05
19:42.7,-4.02E-05
19:43.7,-5.52E-05
19:44.7,-4.14E-05
19:45.7,-1.52E-05
19:46.7,-3.26E-06
19:47.7,-8.79E-06
19:48.7,-2.27E-05
19:49.7,-3.46E-05
19:50.7,-2.59E-05
19:51.7,-3.77E-05
19:52.7,-5.76E-05
19:53.7,-5.45E-05
19:54.7,-7.44E-05
19:55.7,-0.000107855
19:56.7,-0.000135657
19:57.7,-0.000140056
19:58.7,-0.000134536
19:59.7,-0.000160132
20:00.7,-0.000169546
20:01.7,-0.000170494
20:02.7,-0.000172877
20:03.7,-0.000150723
20:04.7,-0.000144698
20:05.7,-0.000132195
20:06.7,-0.000119846
20:07.7,-0.000133951
20:08.7,-0.000156786
20:09.7,-0.000159434
20:10.7,-0.000160733
20:11.7,-0.000177141
20:12.7,-0.000178603
20:13.7,-0.000144308
20:14.7,-0.000137225
20:15.7,-0.000115554
20:16.7,-9.11E-05
20:17.7,-9.93E-05
20:18.7,-9.55E-05
20:19.7,-0.000104428
20:20.7,-9.02E-05
20:21.7,-0.000105486
20:22.7,-9.25E-05
20:23.7,-7.81E-05
20:24.7,-9.71E-05
20:25.7,-0.000109935
20:26.7,-8.59E-05
20:27.7,-0.000101613
20:28.7,-0.00011386
20:29.7,-9.61E-05
20:30.7,-8.79E-05
20:31.7,-7.44E-05
20:32.7,-7.72E-05
20:33.7,-5.78E-05
20:34.7,-6.41E-05
20:35.7,-6.29E-05
20:36.7,-4.73E-05
20:37.7,-5.25E-05
20:38.6,-7.97E-05
20:39.6,-8.27E-05
20:40.6,-9.16E-05
20:41.6,-0.000104378
20:42.6,-9.44E-05
20:43.6,-7.87E-05
20:44.6,-6.14E-05
20:45.6,-5.30E-05
20:46.6,-6.48E-05
20:47.6,-8.14E-05
20:48.6,-9.09E-05
20:49.6,-8.07E-05
20:50.6,-5.45E-05
20:51.6,-4.33E-05
20:52.6,-6.31E-05
20:53.6,-6.83E-05
20:54.6,-5.56E-05
20:55.6,-6.39E-05
20:56.6,-7.26E-05
20:57.6,-6.20E-05
20:58.6,-8.13E-05
20:59.6,-9.30E-05
21:00.6,-8.75E-05
21:01.6,-8.84E-05
21:02.6,-7.22E-05
21:03.6,-7.76E-05
21:04.6,-7.75E-05
21:05.6,-7.81E-05
21:06.6,-7.72E-05
21:07.6,-6.24E-05
21:08.6,-5.06E-05
21:09.6,-4.35E-05
21:10.6,-4.79E-05
21:11.6,-5.15E-05
21:12.6,-3.68E-05
21:13.6,-3.75E-05
21:14.6,-3.62E-05
21:15.6,-3.98E-05
21:16.6,-4.57E-05
21:17.6,-4.25E-05
21:18.6,-1.26E-05
21:19.6,-2.85E-05
21:20.6,-4.40E-05
21:21.6,-7.75E-05
21:22.6,-9.43E-05
21:23.6,-8.27E-05
21:24.6,-6.60E-05
21:25.6,-4.70E-05
21:26.6,-2.38E-05
21:27.6,-3.05E-05
21:28.6,-3.09E-05
21:29.6,-3.33E-05
21:30.6,-1.75E-05
21:31.6,-4.04E-05
21:32.6,-4.25E-05
21:33.6,-4.62E-05
21:34.6,-3.05E-05
21:35.6,-3.54E-05
21:36.6,-3.50E-05
21:37.6,-2.01E-05
21:38.6,-7.94E-07
21:39.5,-2.20E-06
21:40.5,-2.50E-05
21:41.5,-3.78E-05
21:42.5,-4.60E-05
21:43.5,-4.40E-05
21:44.5,-1.97E-05
21:45.5,-2.74E-05
21:46.5,-2.88E-05
21:47.5,-2.02E-06
21:48.5,-2.39E-06
21:49.5,-2.84E-05
21:50.5,-2.21E-05
21:51.5,-1.37E-06
21:52.5,-1.96E-05
21:53.5,-2.77E-05
21:54.5,-2.15E-05
21:55.5,-3.50E-05
21:56.5,-4.47E-05
21:57.5,-5.93E-05
21:58.5,-6.11E-05
21:59.5,-5.48E-05
22:00.5,-5.48E-05
22:01.5,-6.23E-05
22:02.5,-3.12E-05
22:03.5,-2.83E-05
22:04.5,-5.38E-05
22:05.5,-5.22E-05
22:06.5,-3.95E-05
22:07.5,-4.65E-05
22:08.5,-4.80E-05
22:09.5,-2.46E-05
22:10.5,-2.67E-05
22:11.5,-3.58E-05
22:12.5,-3.40E-05
22:13.5,-4.90E-05
22:14.5,-4.72E-05
22:15.5,-7.32E-05
22:16.5,-8.67E-05
22:17.5,-0.000116718
22:18.5,-0.0001151
22:19.5,-0.000115412
22:20.5,-0.000117826
22:21.5,-0.000118323
22:22.5,-0.000107457
22:23.5,-8.23E-05
22:24.5,-9.28E-05
22:25.5,-0.000101175
22:26.5,-0.000124185
22:27.5,-0.000126424
22:28.5,-0.000112085
22:29.5,-0.000119244
22:30.5,-0.000115113
22:31.5,-8.49E-05
22:32.5,-7.34E-05
22:33.5,-7.88E-05
22:34.5,-7.85E-05
22:35.5,-6.24E-05
22:36.5,-6.02E-05
22:37.5,-6.89E-05
22:38.5,-7.99E-05
22:39.5,-7.79E-05
22:40.4,-9.15E-05
22:41.4,-9.74E-05
22:42.4,-9.80E-05
22:43.4,-9.04E-05
22:44.4,-8.71E-05
22:45.4,-8.37E-05
22:46.4,-5.29E-05
22:47.4,-2.05E-05
22:48.4,-4.48E-05
22:49.4,-7.51E-05
22:50.4,-7.89E-05
22:51.4,-0.000103207
22:52.4,-0.000108697
22:53.4,-8.65E-05
22:54.4,-9.79E-05
22:55.4,-8.97E-05
22:56.4,-9.07E-05
22:57.4,-9.54E-05
22:58.4,-0.000102137
22:59.4,-0.000106896
23:00.4,-9.61E-05
23:01.4,-9.17E-05
23:02.4,-0.000101528
23:03.4,-9.80E-05
23:04.4,-0.000116842
23:05.4,-0.000105585
23:06.4,-0.000122205
23:07.4,-0.000135991
23:08.4,-0.000154816
23:09.4,-0.000142025
23:10.4,-0.000110048
23:11.4,-0.000118983
23:12.4,-0.000153592
23:13.4,-0.000166982
23:14.4,-0.000167521
23:15.4,-0.000168286
23:16.4,-0.000176285
23:17.4,-0.000178832
23:18.4,-0.000193017
23:19.4,-0.000172578
23:20.4,-0.000154076
23:21.4,-0.000178813
23:22.4,-0.000181352
23:23.4,-0.000195527
23:24.4,-0.0001879
23:25.4,-0.000191458
23:26.4,-0.000186451
23:27.4,-0.000205406
23:28.4,-0.000209368
23:29.4,-0.000205519
23:30.4,-0.000192548
23:31.4,-0.000195301
23:32.4,-0.000198339
23:33.4,-0.000193167
23:34.4,-0.000199462
23:35.4,-0.000184449
23:36.4,-0.000175032
23:37.4,-0.00019397
23:38.4,-0.000205232
23:39.4,-0.000206373
23:40.4,-0.000220747
23:41.3,-0.000226277
23:42.3,-0.000223708
23:43.3,-0.000235291
23:44.3,-0.000251899
23:45.3,-0.00025897
23:46.3,-0.000269533
23:47.3,-0.000278813
23:48.3,-0.000255098
23:49.3,-0.000254288
23:50.3,-0.000247481
23:51.3,-0.000256005
23:52.3,-0.000254164
23:53.3,-0.000254856
23:54.3,-0.000238525
23:55.3,-0.000229222
23:56.3,-0.000229705
23:57.3,-0.000216836
23:58.3,-0.000209243
23:59.3,-0.000188408
24:00.3,-0.00018848
24:01.3,-0.000173786
24:02.3,-0.000169433
24:03.3,-0.000157934
24:04.3,-0.000181051
24:05.3,-0.000202607
24:06.3,-0.000204557
24:07.3,-0.000190038
24:08.3,-0.000181124
24:09.3,-0.000179063
24:10.3,-0.000185914
24:11.3,-0.000174602
24:12.3,-0.000165067
24:13.3,-0.000172898
24:14.3,-0.000177758
24:15.3,-0.000163094
24:16.3,-0.000143573
