VWC,H4,MS,PWP,H4
2025-7-7 14:07,0.206,-46.9,00:47.0,0.00816
2025-7-7 14:08,0.206,-47,00:48.0,0.00824
2025-7-7 14:08,0.206,-47.1,00:49.0,0.00814
2025-7-7 14:08,0.206,-47.2,00:50.0,0.00863
2025-7-7 14:08,0.206,-47.1,00:51.0,0.00854
2025-7-7 14:08,0.206,-47,00:52.0,0.00876
2025-7-7 14:08,0.207,-46.9,00:53.0,0.00869
2025-7-7 14:09,0.206,-47,00:54.0,0.0091
2025-7-7 14:09,0.207,-46.9,00:55.0,0.00876
2025-7-7 14:09,0.207,-47,00:56.0,0.00842
2025-7-7 14:09,0.207,-47.1,00:57.0,0.00836
2025-7-7 14:09,0.207,-47.1,00:58.0,0.0086
2025-7-7 14:09,0.207,-47.1,00:59.0,0.0083
2025-7-7 14:10,0.207,-47.1,01:00.0,0.00793
2025-7-7 14:10,0.207,-47.1,01:01.0,0.00856
2025-7-7 14:10,0.207,-47.1,01:02.0,0.00838
2025-7-7 14:10,0.207,-47.1,01:03.0,0.00905
2025-7-7 14:10,0.207,-47.1,01:04.0,0.00897
2025-7-7 14:10,0.207,-47.1,01:05.0,0.00906
2025-7-7 14:11,0.208,-47,01:06.0,0.0092
2025-7-7 14:11,0.207,-47,01:07.0,0.00917
2025-7-7 14:11,0.207,-47.1,01:08.0,0.00894
2025-7-7 14:11,0.207,-47.1,01:09.0,0.00925
2025-7-7 14:11,0.207,-47.1,01:10.0,0.00983
2025-7-7 14:11,0.207,-47.1,01:11.0,0.01042
2025-7-7 14:12,0.207,-47.2,01:12.0,0.01055
2025-7-7 14:12,0.207,-47,01:13.0,0.01045
2025-7-7 14:12,0.207,-47.2,01:14.0,0.01031
2025-7-7 14:12,0.207,-47,01:15.0,0.01012
2025-7-7 14:12,0.207,-47.1,01:16.0,0.01019
2025-7-7 14:12,0.207,-47.1,01:17.0,0.01
2025-7-7 14:13,0.207,-47,01:18.0,0.00996
2025-7-7 14:13,0.207,-47.2,01:19.0,0.0099
2025-7-7 14:13,0.206,-47.1,01:20.0,0.00952
2025-7-7 14:13,0.207,-47.1,01:21.0,0.00977
2025-7-7 14:13,0.207,-47,01:22.0,0.00907
2025-7-7 14:13,0.206,-47,01:23.0,0.00904
2025-7-7 14:14,0.206,-47.3,01:24.0,0.00864
2025-7-7 14:14,0.206,-47.2,01:25.0,0.0088
2025-7-7 14:14,0.207,-46.9,01:26.0,0.00944
2025-7-7 14:14,0.207,-47.1,01:27.0,0.0086
2025-7-7 14:14,0.206,-47,01:28.0,0.00851
2025-7-7 14:14,0.206,-47.1,01:29.0,0.00843
2025-7-7 14:15,0.206,-47.1,01:30.0,0.00797
2025-7-7 14:15,0.206,-47.2,01:31.0,0.00768
2025-7-7 14:15,0.206,-47.2,01:32.0,0.00803
2025-7-7 14:15,0.206,-47.1,01:33.0,0.00809
2025-7-7 14:15,0.206,-47,01:34.0,0.0078
2025-7-7 14:15,0.206,-46.9,01:35.0,0.00747
2025-7-7 14:16,0.206,-47,01:36.0,0.00767
2025-7-7 14:16,0.206,-46.9,01:37.0,0.00784
2025-7-7 14:16,0.206,-47.1,01:38.0,0.00714
2025-7-7 14:16,0.206,-46.9,01:39.0,0.00702
2025-7-7 14:16,0.206,-47,01:40.0,0.00708
2025-7-7 14:16,0.206,-47.1,01:41.0,0.00712
2025-7-7 14:17,0.206,-47,01:42.0,0.00761
2025-7-7 14:17,0.206,-47,01:43.0,0.00794
2025-7-7 14:17,0.206,-47,01:44.0,0.00759
2025-7-7 14:17,0.206,-47.1,01:45.0,0.00752
2025-7-7 14:17,0.206,-47.1,01:46.0,0.00756
2025-7-7 14:17,0.206,-47.1,01:47.0,0.00784
2025-7-7 14:18,0.206,-47,01:48.0,0.00786
2025-7-7 14:18,0.206,-47,01:49.0,0.00766
2025-7-7 14:18,0.206,-47,01:50.0,0.0081
2025-7-7 14:18,0.206,-47.1,01:51.0,0.00784
2025-7-7 14:18,0.206,-47.2,01:52.0,0.00826
2025-7-7 14:18,0.206,-47.2,01:53.0,0.00839
2025-7-7 14:19,0.206,-47,01:54.0,0.00796
2025-7-7 14:19,0.206,-47.1,01:55.0,0.00777
2025-7-7 14:19,0.206,-47,01:56.0,0.00806
2025-7-7 14:19,0.206,-47,01:57.0,0.00837
2025-7-7 14:19,0.206,-47.1,01:58.0,0.00882
2025-7-7 14:19,0.206,-47.1,01:59.0,0.00921
2025-7-7 14:20,0.206,-47.1,02:00.0,0.00925
2025-7-7 14:20,0.206,-47.2,02:01.0,0.00897
2025-7-7 14:20,0.206,-47,02:02.0,0.00878
2025-7-7 14:20,0.206,-47.2,02:03.0,0.00854
2025-7-7 14:20,0.206,-47.1,02:04.0,0.00911
2025-7-7 14:20,0.206,-46.9,02:05.0,0.00911
2025-7-7 14:21,0.206,-47,02:06.0,0.00874
2025-7-7 14:21,0.206,-47,02:07.0,0.00885
2025-7-7 14:21,0.206,-47.1,02:08.0,0.00926
2025-7-7 14:21,0.206,-47.1,02:09.0,0.00956
2025-7-7 14:21,0.206,-47.1,02:10.0,0.00956
2025-7-7 14:21,0.206,-47.1,02:11.0,0.0093
2025-7-7 14:22,0.206,-47.1,02:12.0,0.00936
2025-7-7 14:22,0.206,-47,02:13.0,0.00906
2025-7-7 14:22,0.206,-47.1,02:14.0,0.0096
2025-7-7 14:22,0.206,-47.1,02:15.0,0.00941
2025-7-7 14:22,0.206,-47.2,02:16.0,0.00923
2025-7-7 14:22,0.206,-47.2,02:17.0,0.00928
2025-7-7 14:23,0.206,-47.1,02:18.0,0.00904
2025-7-7 14:23,0.206,-47.1,02:19.0,0.00948
2025-7-7 14:23,0.206,-47.1,02:20.0,0.00943
2025-7-7 14:23,0.206,-47.2,02:21.0,0.00944
2025-7-7 14:23,0.206,-47.1,02:22.0,0.00951
2025-7-7 14:23,0.206,-47.1,02:23.0,0.00967
2025-7-7 14:24,0.206,-47,02:24.0,0.00923
2025-7-7 14:24,0.206,-47.1,02:25.0,0.00937
2025-7-7 14:24,0.206,-47,02:26.0,0.00986
2025-7-7 14:24,0.206,-47.1,02:27.0,0.00943
2025-7-7 14:24,0.206,-47.1,02:28.0,0.00987
2025-7-7 14:24,0.206,-47.1,02:29.0,0.00928
2025-7-7 14:25,0.206,-47.2,02:30.0,0.00916
2025-7-7 14:25,0.206,-47.1,02:31.0,0.00962
2025-7-7 14:25,0.206,-47,02:32.0,0.0098
2025-7-7 14:25,0.206,-47,02:33.0,0.00979
2025-7-7 14:25,0.206,-47,02:34.0,0.0097
2025-7-7 14:25,0.206,-47,02:35.0,0.00997
2025-7-7 14:26,0.206,-47.1,02:36.0,0.00966
2025-7-7 14:26,0.206,-47.1,02:37.0,0.00945
2025-7-7 14:26,0.206,-47,02:38.0,0.00948
2025-7-7 14:26,0.206,-47.4,02:39.0,0.00888
2025-7-7 14:26,0.206,-47.1,02:40.0,0.00944
2025-7-7 14:26,0.206,-47.1,02:41.0,0.00979
2025-7-7 14:27,0.206,-47.1,02:42.0,0.00966
2025-7-7 14:27,0.206,-47.1,02:43.0,0.00959
2025-7-7 14:27,0.206,-47.1,02:44.0,0.00967
2025-7-7 14:27,0.206,-47,02:45.0,0.00976
2025-7-7 14:27,0.207,-47.1,02:46.0,0.00936
2025-7-7 14:27,0.206,-47.1,02:47.0,0.01009
2025-7-7 14:28,0.207,-47.1,02:48.0,0.00968
2025-7-7 14:28,0.206,-47.1,02:49.0,0.00963
2025-7-7 14:28,0.207,-47.1,02:50.0,0.00985
2025-7-7 14:28,0.207,-47.1,02:51.0,0.00974
2025-7-7 14:28,0.207,-47.1,02:52.0,0.01002
2025-7-7 14:28,0.206,-47.1,02:53.0,0.01025
2025-7-7 14:29,0.207,-47.2,02:54.0,0.01007
2025-7-7 14:29,0.207,-47.1,02:55.0,0.01011
2025-7-7 14:29,0.208,-47.2,02:56.0,0.00983
2025-7-7 14:29,0.207,-47.2,02:57.0,0.01016
2025-7-7 14:29,0.207,-47.2,02:58.0,0.01064
2025-7-7 14:29,0.207,-47.1,02:59.0,0.0103
2025-7-7 14:30,0.206,-47.1,03:00.0,0.01095
2025-7-7 14:30,0.207,-47.1,03:01.0,0.01092
2025-7-7 14:30,0.207,-47.2,03:02.0,0.01094
2025-7-7 14:30,0.207,-47.1,03:03.0,0.01055
2025-7-7 14:30,0.207,-47,03:04.0,0.01072
2025-7-7 14:30,0.208,-47.1,03:05.0,0.01066
2025-7-7 14:31,0.207,-47,03:06.0,0.01036
2025-7-7 14:31,0.207,-47.1,03:07.0,0.0105
2025-7-7 14:31,0.207,-47,03:08.0,0.01115
2025-7-7 14:31,0.206,-47,03:09.0,0.01096
2025-7-7 14:31,0.207,-47.1,03:10.0,0.01092
2025-7-7 14:31,0.207,-47,03:11.0,0.01082
2025-7-7 14:32,0.207,-47.2,03:12.0,0.01075
2025-7-7 14:32,0.207,-47.1,03:13.0,0.01084
2025-7-7 14:32,0.206,-47,03:14.0,0.01092
2025-7-7 14:32,0.206,-47.1,03:15.0,0.01112
2025-7-7 14:32,0.207,-47.1,03:16.0,0.01172
2025-7-7 14:32,0.207,-46.9,03:17.0,0.01213
2025-7-7 14:33,0.207,-47,03:18.0,0.01239
2025-7-7 14:33,0.207,-47.1,03:19.0,0.01263
2025-7-7 14:33,0.206,-47.1,03:20.0,0.01272
2025-7-7 14:33,0.208,-47,03:21.0,0.0129
2025-7-7 14:33,0.207,-47,03:22.0,0.01271
2025-7-7 14:33,0.207,-47.1,03:23.0,0.01294
2025-7-7 14:34,0.207,-47.1,03:24.0,0.0127
2025-7-7 14:34,0.207,-47.1,03:25.0,0.01244
2025-7-7 14:34,0.208,-47.1,03:26.0,0.01248
2025-7-7 14:34,0.207,-47.2,03:27.0,0.01264
2025-7-7 14:34,0.206,-47.1,03:28.0,0.01187
2025-7-7 14:34,0.206,-47.2,03:29.0,0.01203
2025-7-7 14:35,0.207,-47.1,03:30.0,0.01195
2025-7-7 14:35,0.207,-47.2,03:31.0,0.01212
2025-7-7 14:35,0.206,-47.1,03:32.0,0.01213
2025-7-7 14:35,0.208,-47.2,03:33.0,0.01183
2025-7-7 14:35,0.208,-47.1,03:34.0,0.01182
2025-7-7 14:35,0.208,-47.1,03:35.0,0.01157
2025-7-7 14:36,0.206,-47.3,03:36.0,0.01121
2025-7-7 14:36,0.207,-47.2,03:37.0,0.01109
2025-7-7 14:36,0.207,-47.2,03:38.0,0.01098
2025-7-7 14:36,0.207,-47.3,03:39.0,0.01078
2025-7-7 14:36,0.206,-47.1,03:40.0,0.01112
2025-7-7 14:36,0.208,-47,03:41.0,0.01135
2025-7-7 14:37,0.207,-47.1,03:42.0,0.0113
2025-7-7 14:37,0.207,-47,03:43.0,0.01125
2025-7-7 14:37,0.207,-47,03:44.0,0.01174
2025-7-7 14:37,0.207,-47,03:45.0,0.01156
2025-7-7 14:37,0.206,-47.2,03:46.0,0.0114
2025-7-7 14:37,0.207,-47.1,03:47.0,0.01087
2025-7-7 14:38,0.207,-47.1,03:48.0,0.01088
2025-7-7 14:38,0.207,-47.1,03:49.0,0.01094
2025-7-7 14:38,0.206,-47.2,03:50.0,0.01129
2025-7-7 14:38,0.207,-47.1,03:51.0,0.01122
2025-7-7 14:38,0.207,-47.2,03:52.0,0.0115
2025-7-7 14:38,0.207,-47.2,03:53.0,0.01069
2025-7-7 14:39,0.207,-47.1,03:54.0,0.01043
2025-7-7 14:39,0.206,-47.1,03:55.0,0.01065
2025-7-7 14:39,0.207,-47,03:56.0,0.01104
2025-7-7 14:39,0.207,-47,03:57.0,0.01064
2025-7-7 14:39,0.207,-47.1,03:58.0,0.01088
2025-7-7 14:39,0.207,-47.1,03:59.0,0.0107
2025-7-7 14:40,0.206,-47.2,04:00.0,0.01091
2025-7-7 14:40,0.206,-47.3,04:01.0,0.0104
2025-7-7 14:40,0.207,-47.1,04:02.0,0.01011
2025-7-7 14:40,0.207,-47,04:03.0,0.00991
2025-7-7 14:40,0.206,-47.2,04:04.0,0.0098
2025-7-7 14:40,0.207,-47.2,04:05.0,0.00988
2025-7-7 14:41,0.207,-47.1,04:06.0,0.01016
2025-7-7 14:41,0.207,-47,04:07.0,0.01014
2025-7-7 14:41,0.206,-47.1,04:08.0,0.01057
2025-7-7 14:41,0.206,-47.1,04:09.0,0.01067
2025-7-7 14:41,0.206,-47.1,04:10.0,0.0108
2025-7-7 14:41,0.206,-47,04:11.0,0.01037
2025-7-7 14:42,0.206,-47,04:12.0,0.01029
2025-7-7 14:42,0.207,-47.1,04:13.0,0.01001
2025-7-7 14:42,0.207,-47.1,04:14.0,0.00995
2025-7-7 14:42,0.206,-46.9,04:15.0,0.01026
2025-7-7 14:42,0.208,-47.2,04:16.0,0.01009
2025-7-7 14:42,0.207,-47.1,04:17.0,0.01031
2025-7-7 14:43,0.207,-47.2,04:18.0,0.01034
2025-7-7 14:43,0.206,-47,04:19.0,0.01063
2025-7-7 14:43,0.206,-47.1,04:20.0,0.0108
2025-7-7 14:43,0.206,-47.1,04:21.0,0.01075
2025-7-7 14:43,0.207,-47.2,04:22.0,0.01041
2025-7-7 14:43,0.206,-47.1,04:23.0,0.01062
2025-7-7 14:44,0.207,-47.1,04:24.0,0.0105
2025-7-7 14:44,0.207,-47.1,04:25.0,0.01058
2025-7-7 14:44,0.206,-47.1,04:26.0,0.0105
2025-7-7 14:44,0.207,-47.1,04:27.0,0.0102
2025-7-7 14:44,0.207,-47.1,04:28.0,0.01024
2025-7-7 14:44,0.206,-47.2,04:29.0,0.01006
2025-7-7 14:45,0.207,-47.1,04:30.0,0.01028
2025-7-7 14:45,0.206,-47.1,04:31.0,0.01009
2025-7-7 14:45,0.207,-47.1,04:32.0,0.00997
2025-7-7 14:45,0.206,-47.1,04:33.0,0.00986
2025-7-7 14:45,0.206,-47.1,04:34.0,0.01013
2025-7-7 14:45,0.207,-47.1,04:35.0,0.01013
2025-7-7 14:46,0.206,-47.2,04:36.0,0.01032
2025-7-7 14:46,0.206,-47.1,04:37.0,0.01051
2025-7-7 14:46,0.206,-47.1,04:38.0,0.01029
2025-7-7 14:46,0.206,-47.2,04:39.0,0.01018
2025-7-7 14:46,0.207,-47,04:40.0,0.01037
2025-7-7 14:46,0.207,-47.1,04:41.0,0.01051
2025-7-7 14:47,0.206,-47.3,04:42.0,0.01058
2025-7-7 14:47,0.206,-47.1,04:43.0,0.01043
2025-7-7 14:47,0.206,-47.2,04:44.0,0.01037
2025-7-7 14:47,0.206,-47.1,04:45.0,0.01063
2025-7-7 14:47,0.206,-47.1,04:46.0,0.01013
2025-7-7 14:47,0.206,-47.1,04:47.0,0.01045
2025-7-7 14:48,0.206,-47.2,04:48.0,0.0105
2025-7-7 14:48,0.206,-47.1,04:49.0,0.00973
2025-7-7 14:48,0.206,-47.1,04:50.0,0.00946
2025-7-7 14:48,0.206,-47.1,04:51.0,0.00999
2025-7-7 14:48,0.206,-47.2,04:52.0,0.01007
2025-7-7 14:48,0.206,-47.1,04:53.0,0.00954
2025-7-7 14:49,0.206,-47.2,04:54.0,0.01012
2025-7-7 14:49,0.206,-47,04:55.0,0.01002
2025-7-7 14:49,0.206,-47,04:56.0,0.01013
2025-7-7 14:49,0.206,-47.1,04:57.0,0.01023
2025-7-7 14:49,0.206,-47,04:58.0,0.01022
2025-7-7 14:49,0.206,-47.3,04:59.0,0.01011
2025-7-7 14:50,0.206,-47.2,05:00.0,0.01024
2025-7-7 14:50,0.206,-47.1,05:01.0,0.0101
2025-7-7 14:50,0.206,-47.1,05:02.0,0.01012
2025-7-7 14:50,0.206,-47.1,05:03.0,0.0105
2025-7-7 14:50,0.206,-47.1,05:04.0,0.01007
2025-7-7 14:50,0.206,-47.2,05:05.0,0.01029
2025-7-7 14:51,0.206,-47.1,05:06.0,0.01007
2025-7-7 14:51,0.206,-47.2,05:07.0,0.00975
2025-7-7 14:51,0.206,-47.1,05:08.0,0.00982
2025-7-7 14:51,0.206,-47,05:09.0,0.00966
2025-7-7 14:51,0.206,-47,05:10.0,0.00976
2025-7-7 14:51,0.206,-47,05:11.0,0.00993
2025-7-7 14:52,0.206,-47.1,05:12.0,0.00993
2025-7-7 14:52,0.206,-47.2,05:13.0,0.0096
2025-7-7 14:52,0.206,-47,05:14.0,0.01008
2025-7-7 14:52,0.206,-47.1,05:15.0,0.01048
2025-7-7 14:52,0.206,-47.2,05:16.0,0.01081
2025-7-7 14:52,0.206,-47.1,05:17.0,0.01041
2025-7-7 14:53,0.206,-47.1,05:18.0,0.01075
2025-7-7 14:53,0.206,-47.1,05:19.0,0.01122
2025-7-7 14:53,0.206,-47.3,05:20.0,0.01161
2025-7-7 14:53,0.206,-47,05:21.0,0.01197
2025-7-7 14:53,0.206,-47.2,05:22.0,0.01272
2025-7-7 14:53,0.206,-47.2,05:23.0,0.01238
2025-7-7 14:54,0.206,-47.2,05:24.0,0.01273
2025-7-7 14:54,0.206,-47.1,05:25.0,0.01261
2025-7-7 14:54,0.206,-47,05:26.0,0.01256
2025-7-7 14:54,0.206,-47,05:27.0,0.01279
2025-7-7 14:54,0.206,-47.1,05:28.0,0.01191
2025-7-7 14:54,0.206,-47.1,05:29.0,0.01163
2025-7-7 14:55,0.206,-47.1,05:30.0,0.01148
2025-7-7 14:55,0.206,-47.1,05:31.0,0.01183
2025-7-7 14:55,0.206,-47.1,05:32.0,0.01195
2025-7-7 14:55,0.206,-47,05:33.0,0.01241
2025-7-7 14:55,0.206,-47.1,05:34.0,0.01199
2025-7-7 14:55,0.206,-47.2,05:35.0,0.01214
2025-7-7 14:56,0.206,-47.1,05:36.0,0.01203
2025-7-7 14:56,0.206,-47.2,05:37.0,0.01157
2025-7-7 14:56,0.206,-47.2,05:38.0,0.01165
2025-7-7 14:56,0.206,-47.2,05:39.0,0.01122
2025-7-7 14:56,0.206,-47.2,05:40.0,0.01118
2025-7-7 14:56,0.206,-47.1,05:41.0,0.01087
2025-7-7 14:57,0.206,-47.1,05:42.0,0.01108
2025-7-7 14:57,0.206,-47.1,05:43.0,0.01127
2025-7-7 14:57,0.206,-47.1,05:44.0,0.01118
2025-7-7 14:57,0.206,-47,05:45.0,0.01103
2025-7-7 14:57,0.206,-47.3,05:46.0,0.01153
2025-7-7 14:57,0.206,-47.2,05:47.0,0.01132
2025-7-7 14:58,0.206,-47.1,05:48.0,0.01133
2025-7-7 14:58,0.206,-47.1,05:49.0,0.01141
2025-7-7 14:58,0.206,-47,05:50.0,0.01133
2025-7-7 14:58,0.206,-47,05:51.0,0.01161
2025-7-7 14:58,0.206,-47.2,05:52.0,0.01172
2025-7-7 14:58,0.206,-47.1,05:53.0,0.01174
2025-7-7 14:59,0.206,-47,05:54.0,0.01239
2025-7-7 14:59,0.206,-47.2,05:55.0,0.01211
2025-7-7 14:59,0.206,-47.2,05:56.0,0.01164
2025-7-7 14:59,0.205,-47.1,05:57.0,0.01211
2025-7-7 14:59,0.206,-47.1,05:58.0,0.01184
2025-7-7 14:59,0.206,-47.3,05:59.0,0.01188
2025-7-7 15:00,0.206,-47.2,06:00.0,0.01166
2025-7-7 15:00,0.205,-47.2,06:01.0,0.01178
2025-7-7 15:00,0.206,-47.2,06:02.0,0.012
2025-7-7 15:00,0.206,-47.1,06:03.0,0.01157
2025-7-7 15:00,0.206,-46.9,06:04.0,0.01202
2025-7-7 15:00,0.206,-47.2,06:05.0,0.01217
2025-7-7 15:01,0.206,-47.3,06:06.0,0.01221
2025-7-7 15:01,0.206,-47.2,06:07.0,0.012
2025-7-7 15:01,0.205,-47.2,06:08.0,0.01222
2025-7-7 15:01,0.206,-47.2,06:09.0,0.01239
2025-7-7 15:01,0.206,-47.1,06:10.0,0.01253
2025-7-7 15:01,0.206,-47.1,06:11.0,0.01259
2025-7-7 15:02,0.205,-47.1,06:12.0,0.01261
2025-7-7 15:02,0.205,-47,06:13.0,0.01256
2025-7-7 15:02,0.206,-47.1,06:14.0,0.01269
2025-7-7 15:02,0.206,-47.1,06:15.0,0.01296
2025-7-7 15:02,0.206,-47.2,06:16.0,0.01275
2025-7-7 15:02,0.206,-47.2,06:17.0,0.01275
2025-7-7 15:03,0.206,-47.2,06:18.0,0.01231
2025-7-7 15:03,0.205,-47.2,06:19.0,0.01227
2025-7-7 15:03,0.206,-47.2,06:20.0,0.01271
2025-7-7 15:03,0.205,-47.1,06:21.0,0.01264
2025-7-7 15:03,0.205,-47,06:22.0,0.01287
2025-7-7 15:03,0.206,-47.1,06:23.0,0.01273
2025-7-7 15:04,0.206,-47,06:24.0,0.01291
2025-7-7 15:04,0.205,-47.1,06:25.0,0.01214
2025-7-7 15:04,0.205,-47,06:26.0,0.01188
2025-7-7 15:04,0.204,-47.1,06:27.0,0.01196
2025-7-7 15:04,0.205,-47,06:28.0,0.01187
2025-7-7 15:04,0.205,-47.2,06:29.0,0.01197
2025-7-7 15:05,0.204,-47.3,06:30.0,0.01205
2025-7-7 15:05,0.206,-47,06:31.0,0.01222
2025-7-7 15:05,0.205,-46.9,06:32.0,0.01231
2025-7-7 15:05,0.205,-47.1,06:33.0,0.01241
2025-7-7 15:05,0.204,-47,06:34.0,0.01236
2025-7-7 15:05,0.206,-46.8,06:35.0,0.0123
2025-7-7 15:06,0.206,-47,06:36.0,0.01266
2025-7-7 15:06,0.205,-47,06:37.0,0.01257
2025-7-7 15:06,0.204,-46.8,06:38.0,0.01257
2025-7-7 15:06,0.205,-46.9,06:39.0,0.0122
2025-7-7 15:06,0.205,-46.8,06:40.0,0.01293
2025-7-7 15:06,0.205,-47,06:41.0,0.01293
2025-7-7 15:07,0.204,-46.9,06:42.0,0.01256
2025-7-7 15:07,0.205,-47,06:43.0,0.01242
2025-7-7 15:07,0.205,-46.8,06:44.0,0.01258
2025-7-7 15:07,0.205,-46.8,06:45.0,0.0128
2025-7-7 15:07,0.205,-46.7,06:46.0,0.01298
2025-7-7 15:07,0.205,-46.7,06:47.0,0.01289
2025-7-7 15:08,0.204,-46.8,06:48.0,0.01302
2025-7-7 15:08,0.205,-46.8,06:49.0,0.01325
2025-7-7 15:08,0.205,-46.8,06:50.0,0.01334
2025-7-7 15:08,0.205,-46.8,06:51.0,0.01316
2025-7-7 15:08,0.204,-46.7,06:52.0,0.01322
2025-7-7 15:08,0.205,-46.7,06:53.0,0.01302
2025-7-7 15:09,0.205,-46.8,06:54.0,0.01289
2025-7-7 15:09,0.205,-46.8,06:55.0,0.01338
2025-7-7 15:09,0.205,-46.8,06:56.0,0.01277
2025-7-7 15:09,0.205,-46.6,06:57.0,0.01274
2025-7-7 15:09,0.206,-46.7,06:58.0,0.01326
2025-7-7 15:09,0.205,-46.8,06:59.0,0.01298
2025-7-7 15:10,0.205,-46.6,07:00.0,0.01286
2025-7-7 15:10,0.205,-46.4,07:01.0,0.01271
2025-7-7 15:10,0.206,-46.4,07:02.0,0.01266
2025-7-7 15:10,0.206,-46.2,07:03.0,0.01282
2025-7-7 15:10,0.206,-46.2,07:04.0,0.01273
2025-7-7 15:10,0.205,-46.1,07:05.0,0.0127
2025-7-7 15:11,0.206,-46.1,07:06.0,0.01273
2025-7-7 15:11,0.206,-45.9,07:07.0,0.01323
2025-7-7 15:11,0.206,-45.8,07:08.0,0.0129
2025-7-7 15:11,0.206,-45.6,07:09.0,0.01266
2025-7-7 15:11,0.206,-45.6,07:10.0,0.01292
2025-7-7 15:11,0.206,-45.6,07:11.0,0.01293
2025-7-7 15:12,0.206,-45.4,07:12.0,0.01312
2025-7-7 15:12,0.206,-45.1,07:13.0,0.01303
2025-7-7 15:12,0.206,-45,07:14.0,0.01328
2025-7-7 15:12,0.206,-44.8,07:15.0,0.01348
2025-7-7 15:12,0.206,-44.5,07:16.0,0.01314
2025-7-7 15:12,0.207,-44.5,07:17.0,0.01317
2025-7-7 15:13,0.207,-44,07:18.0,0.01309
2025-7-7 15:13,0.207,-44.1,07:19.0,0.01256
2025-7-7 15:13,0.208,-43.6,07:20.0,0.01246
2025-7-7 15:13,0.207,-43.5,07:21.0,0.01233
2025-7-7 15:13,0.208,-43.4,07:22.0,0.01232
2025-7-7 15:13,0.208,-43,07:23.0,0.01228
2025-7-7 15:14,0.208,-42.9,07:24.0,0.01227
2025-7-7 15:14,0.208,-42.4,07:25.0,0.01227
2025-7-7 15:14,0.208,-42.3,07:26.0,0.01237
2025-7-7 15:14,0.208,-42.1,07:27.0,0.01261
2025-7-7 15:14,0.209,-41.6,07:28.0,0.01212
2025-7-7 15:14,0.21,-41.5,07:29.0,0.01226
2025-7-7 15:15,0.211,-41.1,07:30.0,0.01225
2025-7-7 15:15,0.21,-41,07:31.0,0.01257
2025-7-7 15:15,0.211,-40.6,07:32.0,0.01245
2025-7-7 15:15,0.211,-40.2,07:33.0,0.01283
2025-7-7 15:15,0.211,-39.8,07:34.0,0.01239
2025-7-7 15:15,0.212,-39.6,07:35.0,0.01267
2025-7-7 15:16,0.213,-39.2,07:36.0,0.01329
